unit_id,source_row,speaker,time,claim_index,translation_backend,korean_text,english_text,presence__self_direction_thought,signed__self_direction_thought,support__self_direction_thought,constraint__self_direction_thought,presence__self_direction_action,signed__self_direction_action,support__self_direction_action,constraint__self_direction_action,presence__stimulation,signed__stimulation,support__stimulation,constraint__stimulation,presence__hedonism,signed__hedonism,support__hedonism,constraint__hedonism,presence__achievement,signed__achievement,support__achievement,constraint__achievement,presence__power_dominance,signed__power_dominance,support__power_dominance,constraint__power_dominance,presence__power_resources,signed__power_resources,support__power_resources,constraint__power_resources,presence__face,signed__face,support__face,constraint__face,presence__security_personal,signed__security_personal,support__security_personal,constraint__security_personal,presence__security_societal,signed__security_societal,support__security_societal,constraint__security_societal,presence__tradition,signed__tradition,support__tradition,constraint__tradition,presence__conformity_rules,signed__conformity_rules,support__conformity_rules,constraint__conformity_rules,presence__conformity_interpersonal,signed__conformity_interpersonal,support__conformity_interpersonal,constraint__conformity_interpersonal,presence__humility,signed__humility,support__humility,constraint__humility,presence__benevolence_caring,signed__benevolence_caring,support__benevolence_caring,constraint__benevolence_caring,presence__benevolence_dependability,signed__benevolence_dependability,support__benevolence_dependability,constraint__benevolence_dependability,presence__universalism_concern,signed__universalism_concern,support__universalism_concern,constraint__universalism_concern,presence__universalism_nature,signed__universalism_nature,support__universalism_nature,constraint__universalism_nature,presence__universalism_tolerance,signed__universalism_tolerance,support__universalism_tolerance,constraint__universalism_tolerance,top_presence,top_support_01,top_constraint_01,top_signed_support,top_signed_constraint
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",0.0007014390430413187,-0.000569211536783415,0.0,0.000569211536783415,0.0030634517315775156,-0.0025455291774873975,0.0,0.0025455291774873975,0.002405348466709256,-0.0022319873531558418,0.0,0.0022319873531558418,0.00041956809582188725,-0.0003893318289922886,0.0,0.0003893318289922886,0.0007559039513580501,-0.0007017457913926146,0.0,0.0007017457913926146,0.0008141258149407804,-0.000716783592010807,0.0,0.000716783592010807,0.0015464231837540865,-0.0014241781303422013,0.0,0.0014241781303422013,8.40659995446913e-05,-7.81759131647513e-05,0.0,7.81759131647513e-05,0.001432123244740069,-0.0013569315537003898,0.0,0.0013569315537003898,0.8552396893501282,-0.8089402339108668,0.0,0.8089402339108668,0.004441760014742613,-0.004125220233887639,0.0,0.004125220233887639,0.00033819713280536234,-0.00030982802221360504,0.0,0.00030982802221360504,0.00017063328414224088,-0.00016078795361236146,0.0,0.00016078795361236146,0.00010345420014346018,-9.429879589153525e-05,0.0,9.429879589153525e-05,0.001730770687572658,-0.0015173681171834182,0.0,0.0015173681171834182,0.00045488428440876305,-0.0004112556067092688,0.0,0.0004112556067092688,0.0145920654758811,-0.01327404893407838,0.0,0.01327404893407838,0.08232520520687103,-0.07514878724895835,0.0,0.07514878724895835,0.0006819824338890612,-0.0006250497879573668,0.0,0.0006250497879573668,Security: societal:0.855; Universalism: nature:0.082; Universalism: concern:0.015; Tradition:0.004; Self-direction: action:0.003,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Security: societal:0.809; Universalism: nature:0.075; Universalism: concern:0.013; Tradition:0.004; Self-direction: action:0.003,Face:-0.000; Humility:-0.000; Conformity: interpersonal:-0.000; Conformity: rules:-0.000; Hedonism:-0.000,Security: societal:0.809; Universalism: nature:0.075; Universalism: concern:0.013; Tradition:0.004; Self-direction: action:0.003
row004_claim02,4,정의당,00:50,2,openai,정부는 초강력 행정통합을 해답으로 내놓고 있지만 우리는 본질적인 질문을 던져야 합니다.,"The government is presenting super-strong administrative consolidation as the answer, but we must ask the fundamental question.",0.0598919615149498,0.05757482313774048,0.05757482313774048,0.0,0.01626453921198845,0.01557860259003499,0.01557860259003499,0.0,0.10548503696918488,0.10315489970458647,0.10315489970458647,0.0,0.0002249718818347901,0.00021810183294442703,0.00021810183294442703,0.0,0.006834646686911583,0.006633894077582837,0.006633894077582837,0.0,0.011523982509970665,0.011238114206848929,0.011238114206848929,0.0,0.09913114458322525,0.09666498859743525,0.09666498859743525,0.0,0.0020426909904927015,0.001982884674890279,0.001982884674890279,0.0,0.00034894258715212345,0.00033709576953347203,0.00033709576953347203,0.0,0.44951409101486206,0.4360679971295431,0.4360679971295431,0.0,0.0004480784700717777,0.00043508084051123436,0.00043508084051123436,0.0,0.001311133848503232,0.0012694854071086648,0.0012694854071086648,0.0,0.001175444107502699,0.0011408342165470753,0.0011408342165470753,0.0,0.0002012632612604648,0.00019434829179242134,0.00019434829179242134,0.0,0.000869606388732791,0.0008428607953245089,0.0008428607953245089,0.0,0.0014238918665796518,0.001381904987820827,0.001381904987820827,0.0,0.0007430744590237737,0.0006906098096704535,0.0006906098096704535,0.0,0.0002337826881557703,0.0002237138629386905,0.0002237138629386905,0.0,0.00020772537391167134,0.00019707273903507406,0.00019707273903507406,0.0,Security: societal:0.450; Stimulation:0.105; Power: resources:0.099; Self-direction: thought:0.060; Self-direction: action:0.016,Security: societal:0.436; Stimulation:0.103; Power: resources:0.097; Self-direction: thought:0.058; Self-direction: action:0.016,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Security: societal:0.436; Stimulation:0.103; Power: resources:0.097; Self-direction: thought:0.058; Self-direction: action:0.016,Humility:-0.000; Universalism: tolerance:-0.000; Hedonism:-0.000; Universalism: nature:-0.000; Security: personal:-0.000
row004_claim03,4,정의당,00:50,3,openai,행정구역만 합친다고 지방이 정말 잘 살 만한 곳으로 바뀔까요?,Will simply merging administrative districts really turn the provinces into places where people can live well?,0.0007689393823966384,0.0006013776824534819,0.0006013776824534819,0.0,0.0037363129667937756,0.0026594181330656178,0.0026594181330656178,0.0,0.0025107157416641712,0.0015182509822299073,0.0015182509822299073,0.0,6.431739166146144e-05,2.8156018113895467e-05,2.8156018113895467e-05,0.0,0.023591984063386917,0.010302306946408102,0.010302306946408102,0.0,0.002073464449495077,0.0012543308782693927,0.0012543308782693927,0.0,0.004126203712075949,0.002089275563648303,0.002089275563648303,0.0,0.00015524520131293684,6.899556368383407e-05,6.899556368383407e-05,0.0,0.0003886254853568971,0.00022051712388932495,0.00022051712388932495,0.0,0.14250797033309937,0.0801061691001399,0.0801061691001399,0.0,0.00013350897643249482,6.041923979197526e-05,6.041923979197526e-05,0.0,0.00010509912681300193,4.2173267788679636e-05,4.2173267788679636e-05,0.0,8.360439096577466e-05,5.77700747621257e-05,5.77700747621257e-05,0.0,8.857194188749418e-05,5.3334400616545405e-05,5.3334400616545405e-05,0.0,0.0005038919625803828,0.0003673187406726501,0.0003673187406726501,0.0,0.00025288978940807283,0.0001407112253880901,0.0001407112253880901,0.0,0.5532272458076477,0.3454791658789462,0.3454791658789462,0.0,0.00027906562900170684,0.0001725973036201178,0.0001725973036201178,0.0,0.001148038893006742,0.0007778117402548485,0.0007778117402548485,0.0,Universalism: concern:0.553; Security: societal:0.143; Achievement:0.024; Power: resources:0.004; Self-direction: action:0.004,Universalism: concern:0.345; Security: societal:0.080; Achievement:0.010; Self-direction: action:0.003; Power: resources:0.002,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Universalism: concern:0.345; Security: societal:0.080; Achievement:0.010; Self-direction: action:0.003; Power: resources:0.002,Hedonism:-0.000; Conformity: rules:-0.000; Humility:-0.000; Conformity: interpersonal:-0.000; Tradition:-0.000
row004_claim04,4,정의당,00:50,4,openai,지방을 살리기 위해서는 다음의 조건이 필수적입니다.,"To revitalize local regions, the following conditions are essential.",0.02334197424352169,0.022574554459585575,0.022574554459585575,0.0,0.07202456146478653,0.06942886182750198,0.06942886182750198,0.0,0.7887309789657593,0.766164538401341,0.766164538401341,0.0,0.0028682411648333073,0.0027800855668401684,0.0027800855668401684,0.0,0.0015224795788526535,0.0014730005710814759,0.0014730005710814759,0.0,0.0003948509111069143,0.0003838247315671117,0.0003838247315671117,0.0,0.004771396052092314,0.004646472473520962,0.004646472473520962,0.0,0.0002927902387455106,0.0002819121582819993,0.0002819121582819993,0.0,0.0003842700971290469,0.0003724414376763747,0.0003724414376763747,0.0,0.05820149928331375,0.056706029167920814,0.056706029167920814,0.0,0.0009660779614932835,0.0009328324874047806,0.0009328324874047806,0.0,0.005082059185951948,0.004926509320487186,0.004926509320487186,0.0,0.0008835937478579581,0.0008535359926173608,0.0008535359926173608,0.0,0.00035980678512714803,0.0003491784557648245,0.0003491784557648245,0.0,0.01745373196899891,0.01700860950334634,0.01700860950334634,0.0,0.001335198525339365,0.001290959392418481,0.001290959392418481,0.0,0.009429989382624626,0.009108775722355598,0.009108775722355598,0.0,0.0016912290593609214,0.0016410611563660456,0.0016410611563660456,0.0,0.0008041533874347806,0.0007774891221754704,0.0007774891221754704,0.0,Stimulation:0.789; Self-direction: action:0.072; Security: societal:0.058; Self-direction: thought:0.023; Benevolence: caring:0.017,Stimulation:0.766; Self-direction: action:0.069; Security: societal:0.057; Self-direction: thought:0.023; Benevolence: caring:0.017,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Stimulation:0.766; Self-direction: action:0.069; Security: societal:0.057; Self-direction: thought:0.023; Benevolence: caring:0.017,Face:-0.000; Humility:-0.000; Security: personal:-0.000; Power: dominance:-0.000; Universalism: tolerance:-0.001
row004_claim05,4,정의당,00:50,5,openai,"첫째, 국가가 지역 간 격차를 줄이는 컨트롤타워 역할을 끝까지 수행해야 합니다.","First, the state must carry out its role as the control tower for reducing regional disparities to the end.",0.0026795605663210154,0.0024929813446404126,0.0024929813446404126,0.0,0.008095717057585716,0.007463404101465225,0.007463404101465225,0.0,0.004490481689572334,0.004248980394607322,0.004248980394607322,0.0,0.0001300906005781144,0.00012288361608395806,0.00012288361608395806,0.0,0.0028210121672600508,0.0026539838605661877,0.0026539838605661877,0.0,0.03506997972726822,0.033641719390741315,0.033641719390741315,0.0,0.000487642566440627,0.0004611557541417931,0.0004611557541417931,0.0,0.003979897126555443,0.003744028831734223,0.003744028831734223,0.0,0.00034602146479301155,0.00032933834344890797,0.00032933834344890797,0.0,0.005103066097944975,0.004864955900356866,0.004864955900356866,0.0,0.0003936763387173414,0.00037013978979952376,0.00037013978979952376,0.0,0.010292239487171173,0.009818892841402208,0.009818892841402208,0.0,0.0016132463933899999,0.0015316774564494546,0.0015316774564494546,0.0,0.0006112607661634684,0.0005781718449009089,0.0005781718449009089,0.0,0.0013873984571546316,0.0013195849587452017,0.0013195849587452017,0.0,0.0032175362575799227,0.0030401554097624853,0.0030401554097624853,0.0,0.9793667197227478,0.9184388666342043,0.9184388666342043,0.0,0.0003203593660145998,0.000301978221429868,0.000301978221429868,0.0,0.011279045604169369,0.010679580653620221,0.010679580653620221,0.0,Universalism: concern:0.979; Power: dominance:0.035; Universalism: tolerance:0.011; Conformity: rules:0.010; Self-direction: action:0.008,Universalism: concern:0.918; Power: dominance:0.034; Universalism: tolerance:0.011; Conformity: rules:0.010; Self-direction: action:0.007,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Universalism: concern:0.918; Power: dominance:0.034; Universalism: tolerance:0.011; Conformity: rules:0.010; Self-direction: action:0.007,Hedonism:-0.000; Universalism: nature:-0.000; Security: personal:-0.000; Tradition:-0.000; Power: resources:-0.000
row004_claim06,4,정의당,00:50,6,openai,단순히 합치는 것이 아니라 균형을 맞추는 것이 핵심입니다.,"The key is not simply combining them, but balancing them.",0.11040651053190231,0.10262938154602283,0.10262938154602283,0.0,0.0019880798645317554,0.0018370207642362298,0.0018370207642362298,0.0,0.05261527746915817,0.04898659100750724,0.04898659100750724,0.0,0.0015313071198761463,0.0014258890272244324,0.0014258890272244324,0.0,0.001206853543408215,0.0010982970414046664,0.0010982970414046664,0.0,0.0029867624398320913,0.002816520808208306,0.002816520808208306,0.0,0.0006394991651177406,0.0005947296516967647,0.0005947296516967647,0.0,0.0014575815293937922,0.0013128539665924937,0.0013128539665924937,0.0,0.0004568941658362746,0.00041602389429939426,0.00041602389429939426,0.0,0.0004116123600397259,0.00037864381548397984,0.00037864381548397984,0.0,0.005962342955172062,0.005425453247446695,0.005425453247446695,0.0,0.002083847066387534,0.0019208891829170958,0.0019208891829170958,0.0,0.003215324366465211,0.0029543995035479663,0.0029543995035479663,0.0,0.0036597854923456907,0.003411475682100886,0.003411475682100886,0.0,0.0003337299276608974,0.0003177591125772388,0.0003177591125772388,0.0,0.003908877726644278,0.003686608069205102,0.003686608069205102,0.0,0.00039012343040667474,0.0003658396589648353,0.0003658396589648353,0.0,0.000617952027823776,0.0005795333662226058,0.0005795333662226058,0.0,0.004126084037125111,0.0038536143324228757,0.0038536143324228757,0.0,Self-direction: thought:0.110; Stimulation:0.053; Tradition:0.006; Universalism: tolerance:0.004; Benevolence: dependability:0.004,Self-direction: thought:0.103; Stimulation:0.049; Tradition:0.005; Universalism: tolerance:0.004; Benevolence: dependability:0.004,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Self-direction: thought:0.103; Stimulation:0.049; Tradition:0.005; Universalism: tolerance:0.004; Benevolence: dependability:0.004,Benevolence: caring:-0.000; Universalism: concern:-0.000; Security: societal:-0.000; Security: personal:-0.000; Universalism: nature:-0.001
row004_claim07,4,정의당,00:50,7,openai,"둘째, 지역의 부가 수도권으로 유출되는 구조를 바꿔야 합니다.","Second, we need to change the structure in which regional wealth flows out to the capital region.",0.005554553121328354,0.005287902320201883,0.005287902320201883,0.0,0.05483265221118927,0.0519394499756507,0.0519394499756507,0.0,0.33435800671577454,0.3180370982148046,0.3180370982148046,0.0,0.00022814942349214107,0.00021411809459742623,0.00021411809459742623,0.0,0.009551863186061382,0.009014541450762968,0.009014541450762968,0.0,0.0020868866704404354,0.0019942747567660776,0.0019942747567660776,0.0,0.726087749004364,0.6924094809796361,0.6924094809796361,0.0,0.0009223418892361224,0.00087019081198362,0.00087019081198362,0.0,0.0001271750224987045,0.00011995958940566254,0.00011995958940566254,0.0,0.020487984642386436,0.019342758581872267,0.019342758581872267,0.0,0.00017767277313396335,0.00016804742367415029,0.00016804742367415029,0.0,0.002343871397897601,0.0022020281881272173,0.0022020281881272173,0.0,0.0002619804290588945,0.00024528340777560354,0.00024528340777560354,0.0,9.208296978613362e-05,8.728588211802887e-05,8.728588211802887e-05,0.0,0.001195487566292286,0.0011500630773663475,0.0011500630773663475,0.0,0.00033757626079022884,0.00031628247286082534,0.00031628247286082534,0.0,0.0025939508341252804,0.0024005879587104314,0.0024005879587104314,0.0,0.0008419950027018785,0.0007845616153548951,0.0007845616153548951,0.0,0.00010811242100317031,9.944745001491288e-05,9.944745001491288e-05,0.0,Power: resources:0.726; Stimulation:0.334; Self-direction: action:0.055; Security: societal:0.020; Achievement:0.010,Power: resources:0.692; Stimulation:0.318; Self-direction: action:0.052; Security: societal:0.019; Achievement:0.009,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Power: resources:0.692; Stimulation:0.318; Self-direction: action:0.052; Security: societal:0.019; Achievement:0.009,Humility:-0.000; Universalism: tolerance:-0.000; Security: personal:-0.000; Tradition:-0.000; Hedonism:-0.000
row004_claim08,4,정의당,00:50,8,openai,지역 본사제를 도입하고 지역 공공은행을 설립하여 지역 순환 경제를 만들어 내야 합니다.,We must introduce a regional headquarters system and establish regional public banks to create a regional circular economy.,0.0017183094751089811,0.001694925549537612,0.001694925549537612,0.0,0.005311976186931133,0.005243620313381395,0.005243620313381395,0.0,0.01190691813826561,0.011750603714026277,0.011750603714026277,0.0,6.52189482934773e-05,6.435866837349103e-05,6.435866837349103e-05,0.0,0.0005895093781873584,0.000581542671592495,0.000581542671592495,0.0,5.692875856766477e-05,5.616308513776537e-05,5.616308513776537e-05,0.0,0.004505451302975416,0.0044510904319144725,0.0044510904319144725,0.0,9.632885485189036e-05,9.503031535916304e-05,9.503031535916304e-05,0.0,5.21084111824166e-05,5.147203073337346e-05,5.147203073337346e-05,0.0,0.0005044388235546649,0.0004980361321235284,0.0004980361321235284,0.0,0.0005773789016529918,0.0005698505125416328,0.0005698505125416328,0.0,0.0018852063221856952,0.001841337416992978,0.001841337416992978,0.0,8.482980774715543e-05,8.373160711198766e-05,8.373160711198766e-05,0.0,3.7760764826089144e-05,3.7290948072492546e-05,3.7290948072492546e-05,0.0,0.0007896330789662898,0.0007800993663376935,0.0007800993663376935,0.0,0.00038691103691235185,0.00038216753489989493,0.00038216753489989493,0.0,0.000623659580014646,0.0006155192503695009,0.0006155192503695009,0.0,0.00034762409632094204,0.00034332802838778675,0.00034332802838778675,0.0,4.938321217196062e-05,4.8727878457981226e-05,4.8727878457981226e-05,0.0,Stimulation:0.012; Self-direction: action:0.005; Power: resources:0.005; Conformity: rules:0.002; Self-direction: thought:0.002,Stimulation:0.012; Self-direction: action:0.005; Power: resources:0.004; Conformity: rules:0.002; Self-direction: thought:0.002,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Stimulation:0.012; Self-direction: action:0.005; Power: resources:0.004; Conformity: rules:0.002; Self-direction: thought:0.002,Humility:-0.000; Universalism: tolerance:-0.000; Security: personal:-0.000; Power: dominance:-0.000; Hedonism:-0.000
row004_claim09,4,정의당,00:50,9,openai,"셋째, 실질적 자치를 뒷받침하는 연방제 수준의 재정 입법권 이양과 읍면동 단위까지 주민 결정권을 보장하는 헌법 개정이 반드시 필요합니다.","Third, a constitutional amendment is absolutely necessary to transfer fiscal and legislative authority at a federalism level that supports substantive autonomy, and to guarantee residents’ decision-making rights down to the eup/myeon/dong level.",0.02610638737678528,0.024845659472157444,0.024845659472157444,0.0,0.7802980542182922,0.7434269168833043,0.7434269168833043,0.0,0.0010718338890001178,0.001019150810354066,0.001019150810354066,0.0,0.00020943470008205622,0.00019894282431848456,0.00019894282431848456,0.0,0.000294413766823709,0.00027919921230589915,0.00027919921230589915,0.0,0.024339541792869568,0.023184337609129912,0.023184337609129912,0.0,0.0014492293121293187,0.0013806030989017251,0.0013806030989017251,0.0,0.00013019696052651852,0.00012345144725930214,0.00012345144725930214,0.0,0.001525754458270967,0.0014556690703012366,0.0014556690703012366,0.0,0.001344599761068821,0.0012894354124212536,0.0012894354124212536,0.0,0.0059446352533996105,0.0056431051348780435,0.0056431051348780435,0.0,0.12446128576993942,0.11777213324624597,0.11777213324624597,0.0,0.0032145632430911064,0.0030510214438402104,0.0030510214438402104,0.0,0.00018275128968525678,0.00017385750207887722,0.00017385750207887722,0.0,0.0013083508238196373,0.0012527173077948872,0.0012527173077948872,0.0,0.000711025029886514,0.0006767368500254449,0.0006767368500254449,0.0,0.015642298385500908,0.014888283223848612,0.014888283223848612,0.0,0.0004241405986249447,0.00040398177383285227,0.00040398177383285227,0.0,0.0022449358366429806,0.002135212924283569,0.002135212924283569,0.0,Self-direction: action:0.780; Conformity: rules:0.124; Self-direction: thought:0.026; Power: dominance:0.024; Universalism: concern:0.016,Self-direction: action:0.743; Conformity: rules:0.118; Self-direction: thought:0.025; Power: dominance:0.023; Universalism: concern:0.015,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Self-direction: action:0.743; Conformity: rules:0.118; Self-direction: thought:0.025; Power: dominance:0.023; Universalism: concern:0.015,Face:-0.000; Humility:-0.000; Hedonism:-0.000; Achievement:-0.000; Universalism: nature:-0.000
row004_claim10,4,정의당,00:50,10,openai,"넷째, 분권이 규제 완화 경쟁으로 변질되어서는 안 됩니다.","Fourth, decentralization must not degenerate into competition over deregulation.",0.004563931841403246,0.0038093177201811435,0.0038093177201811435,0.0,0.07782935351133347,0.06523283169147392,0.06523283169147392,0.0,0.028131943196058273,0.023009994827105112,0.023009994827105112,0.0,7.692455255892128e-05,6.342193701497389e-05,6.342193701497389e-05,0.0,0.0016323241870850325,0.0013231345817464307,0.0013231345817464307,0.0,0.011447980999946594,0.009576936074917164,0.009576936074917164,0.0,0.004418008960783482,0.003662634218510319,0.003662634218510319,0.0,5.2187879191478714e-05,4.223919548763499e-05,4.223919548763499e-05,0.0,6.658927304670215e-05,5.550298648428903e-05,5.550298648428903e-05,0.0,0.001970391720533371,0.0016230433620907925,0.0016230433620907925,0.0,0.0001256517571164295,0.00010397804143995359,0.00010397804143995359,0.0,0.004607785027474165,0.004061889191105126,0.004061889191105126,0.0,0.0008025920251384377,0.0006582643531230954,0.0006582643531230954,0.0,9.188859985442832e-05,7.726143291738837e-05,7.726143291738837e-05,0.0,0.00017411132284905761,0.00014984041236814564,0.00014984041236814564,0.0,0.0006073738913983107,0.0005064155956418254,0.0005064155956418254,0.0,0.04067592695355415,0.034300137499079064,0.034300137499079064,0.0,0.0034062834456562996,0.0028383782919499875,0.0028383782919499875,0.0,0.0009355414076708257,0.000775075112877222,0.000775075112877222,0.0,Self-direction: action:0.078; Universalism: concern:0.041; Stimulation:0.028; Power: dominance:0.011; Conformity: rules:0.005,Self-direction: action:0.065; Universalism: concern:0.034; Stimulation:0.023; Power: dominance:0.010; Conformity: rules:0.004,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Self-direction: action:0.065; Universalism: concern:0.034; Stimulation:0.023; Power: dominance:0.010; Conformity: rules:0.004,Face:-0.000; Security: personal:-0.000; Hedonism:-0.000; Humility:-0.000; Tradition:-0.000
row004_claim11,4,정의당,00:50,11,openai,"노동권과 환경권, 의료, 공공성 같은 국민의 기본권은 전국 어디서나 차별 없이 균등하게 보장되어야 합니다.","Basic rights of the people, such as labor rights, environmental rights, medical care, and publicness, must be guaranteed equally without discrimination anywhere in the country.",0.0012972361873835325,0.0012654767597337848,0.0012654767597337848,0.0,0.003615566762164235,0.003526487593550694,0.003526487593550694,0.0,0.00275011477060616,0.002675256919192837,0.002675256919192837,0.0,0.0002667531662154943,0.0002589960557508234,0.0002589960557508234,0.0,0.002592844422906637,0.002516592331321512,0.002516592331321512,0.0,0.003133398247882724,0.003044088247226141,0.003044088247226141,0.0,0.0029886742122471333,0.0029111190275439044,0.0029111190275439044,0.0,0.0004876851162407547,0.0004737608627713989,0.0004737608627713989,0.0,0.003965342417359352,0.00385684045722981,0.00385684045722981,0.0,0.0032605412416160107,0.0031796985797497164,0.0031796985797497164,0.0,0.0004972274764440954,0.000483077883448134,0.000483077883448134,0.0,0.010505599901080132,0.010183374912023712,0.010183374912023712,0.0,0.0005256208823993802,0.0005100301047332879,0.0005100301047332879,0.0,0.0003142824280075729,0.00030593805405002055,0.00030593805405002055,0.0,0.008631650358438492,0.008418136985034595,0.008418136985034595,0.0,0.0009690242004580796,0.0009435757715413757,0.0009435757715413757,0.0,0.9917322397232056,0.9661373323697953,0.9661373323697953,0.0,0.001269441214390099,0.0012363331988780495,0.0012363331988780495,0.0,0.006324677262455225,0.0061507182741078175,0.0061507182741078175,0.0,Universalism: concern:0.992; Conformity: rules:0.011; Benevolence: caring:0.009; Universalism: tolerance:0.006; Security: personal:0.004,Universalism: concern:0.966; Conformity: rules:0.010; Benevolence: caring:0.008; Universalism: tolerance:0.006; Security: personal:0.004,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Universalism: concern:0.966; Conformity: rules:0.010; Benevolence: caring:0.008; Universalism: tolerance:0.006; Security: personal:0.004,Hedonism:-0.000; Humility:-0.000; Face:-0.000; Tradition:-0.000; Conformity: interpersonal:-0.001
