unit_id,source_row,speaker,time,claim_index,translation_backend,korean_text,english_text,value,value_slug,presence,attained,constrained,direction,signed,support_01,constraint_01
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Self-direction: thought,self_direction_thought,0.0006320673273876309,0.0816124826669693,0.9183874726295471,-0.8367749899625778,-0.0005288981315304583,0.0,0.0005288981315304583
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Self-direction: action,self_direction_action,0.0008385753026232123,0.07068554311990738,0.9293144941329956,-0.8586289510130882,-0.0007200250324368518,0.0,0.0007200250324368518
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Stimulation,stimulation,0.0014132336946204305,0.0354556068778038,0.964544415473938,-0.9290888085961342,-0.0013130196096028087,0.0,0.0013130196096028087
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Hedonism,hedonism,0.0004466187965590507,0.03300395980477333,0.9669960141181946,-0.9339920543134212,-0.0004171384072931757,0.0,0.0004171384072931757
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Achievement,achievement,0.0007244867156259716,0.03232178837060928,0.9676782488822937,-0.9353564605116844,-0.000677653330015644,0.0,0.000677653330015644
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Power: dominance,power_dominance,0.0007141716196201742,0.062215398997068405,0.9377846121788025,-0.8755692131817341,-0.0006253066830675606,0.0,0.0006253066830675606
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Power: resources,power_resources,0.0010878262110054493,0.033794984221458435,0.9662050008773804,-0.9324100166559219,-0.0010143000555223394,0.0,0.0010143000555223394
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Face,face,0.00011250133684370667,0.03216240182518959,0.9678375124931335,-0.935675110667944,-0.00010526470080152688,0.0,0.00010526470080152688
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Security: personal,security_personal,0.0023223680909723043,0.025079891085624695,0.9749200344085693,-0.9498401433229446,-0.002205878440377767,0.0,0.002205878440377767
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Security: societal,security_societal,0.9006637930870056,0.02563950978219509,0.9743605256080627,-0.9487210158258677,-0.854478668695083,0.0,0.854478668695083
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Tradition,tradition,0.001637510140426457,0.032443296164274216,0.9675566554069519,-0.9351133592426777,-0.001531257608208133,0.0,0.001531257608208133
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Conformity: rules,conformity_rules,0.00021648334222845733,0.03869616985321045,0.9613037705421448,-0.9226076006889343,-0.00019972917696251848,0.0,0.00019972917696251848
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Conformity: interpersonal,conformity_interpersonal,0.0002474123321007937,0.027243738994002342,0.9727562069892883,-0.945512467995286,-0.0002339314447370908,0.0,0.0002339314447370908
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, fellow citizens, regional extinction now threatens the very foundation of the Republic of Korea’s existence.",Humility,humility,0.00015366800653282553,0.03978241607546806,0.9602175951004028,-0.9204351790249348,-0.0001414414391034461,0.0,0.0001414414391034461
