unit_id,source_row,speaker,time,claim_index,translation_backend,korean_text,english_text,value,value_slug,presence,attained,constrained,direction,signed,support_01,constraint_01
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Self-direction: thought,self_direction_thought,0.0024487366899847984,0.0912332683801651,0.9087667465209961,-0.817533478140831,-0.002001924223214338,0.0,0.002001924223214338
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Self-direction: action,self_direction_action,0.006412207148969173,0.07879629731178284,0.9212036728858948,-0.8424073755741119,-0.00540169059600068,0.0,0.00540169059600068
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Stimulation,stimulation,0.0028195998165756464,0.0370711125433445,0.9629288911819458,-0.9258577786386013,-0.0026105484228245357,0.0,0.0026105484228245357
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Hedonism,hedonism,0.00016300367133226246,0.03568596392869949,0.9643139839172363,-0.9286280199885368,-0.0001513697765601411,0.0,0.0001513697765601411
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Achievement,achievement,0.0016545540420338511,0.034346286207437515,0.9656537175178528,-0.9313074313104153,-0.0015408984748508108,0.0,0.0015408984748508108
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Power: dominance,power_dominance,0.0036751078441739082,0.061421070247888565,0.9385789036750793,-0.8771578334271908,-0.003223649634206859,0.0,0.003223649634206859
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Power: resources,power_resources,0.002194843487814069,0.03837724030017853,0.9616227149963379,-0.9232454746961594,-0.002026379317790674,0.0,0.002026379317790674
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Face,face,0.000290764553938061,0.034056972712278366,0.9659430980682373,-0.9318861253559589,-0.0002709594535601934,0.0,0.0002709594535601934
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Security: personal,security_personal,0.002976762829348445,0.02546895667910576,0.9745309948921204,-0.9490620382130146,-0.0028251325980981753,0.0,0.0028251325980981753
row004_claim01,4,정의당,00:50,1,hf,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, citizens, local extinction is now threatening the dignity base of South Korea.",Security: societal,security_societal,0.5838103294372559,0.025572141632437706,0.9744278788566589,-0.9488557372242212,-0.5539517805373029,0.0,0.5539517805373029
