unit_id,source_row,speaker,time,value,stance,strength,presence,attained,constrained,signed,korean_text,english_text
row004_claim01,4,정의당,00:50,Security: societal,constraint,0.8089402339108668,0.8552396893501282,0.0270680952817201,0.9729318618774414,-0.8089402339108668,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence."
row004_claim02,4,정의당,00:50,Security: societal,support,0.4360679971295431,0.449514091014862,0.98504376411438,0.0149562722072005,0.4360679971295431,정부는 초강력 행정통합을 해답으로 내놓고 있지만 우리는 본질적인 질문을 던져야 합니다.,"The government is presenting super-strong administrative consolidation as the answer, but we must ask the fundamental question."
row004_claim03,4,정의당,00:50,Universalism: concern,support,0.3454791658789462,0.5532272458076477,0.8122398257255554,0.1877601593732834,0.3454791658789462,행정구역만 합친다고 지방이 정말 잘 살 만한 곳으로 바뀔까요?,Will simply merging administrative districts really turn the provinces into places where people can live well?
row004_claim04,4,정의당,00:50,Stimulation,support,0.766164538401341,0.7887309789657593,0.9856944680213928,0.0143055422231554,0.766164538401341,지방을 살리기 위해서는 다음의 조건이 필수적입니다.,"To revitalize local regions, the following conditions are essential."
row004_claim05,4,정의당,00:50,Universalism: concern,support,0.9184388666342044,0.9793667197227478,0.9688942432403564,0.0311057232320308,0.9184388666342044,"첫째, 국가가 지역 간 격차를 줄이는 컨트롤타워 역할을 끝까지 수행해야 합니다.","First, the state must carry out its role as the control tower for reducing regional disparities to the end."
row004_claim07,4,정의당,00:50,Power: resources,support,0.6924094809796361,0.726087749004364,0.9768084287643432,0.0231916215270757,0.6924094809796361,"둘째, 지역의 부가 수도권으로 유출되는 구조를 바꿔야 합니다.","Second, we need to change the structure in which regional wealth flows out to the capital region."
row004_claim07,4,정의당,00:50,Stimulation,support,0.3180370982148046,0.3343580067157745,0.9755936861038208,0.0244063604623079,0.3180370982148046,"둘째, 지역의 부가 수도권으로 유출되는 구조를 바꿔야 합니다.","Second, we need to change the structure in which regional wealth flows out to the capital region."
row004_claim09,4,정의당,00:50,Self-direction: action,support,0.7434269168833043,0.7802980542182922,0.9763736724853516,0.0236263051629066,0.7434269168833043,"셋째, 실질적 자치를 뒷받침하는 연방제 수준의 재정 입법권 이양과 읍면동 단위까지 주민 결정권을 보장하는 헌법 개정이 반드시 필요합니다.","Third, a constitutional amendment is absolutely necessary to transfer fiscal and legislative authority at a federalism level that supports substantive autonomy, and to guarantee residents’ decision-making rights down to the eup/myeon/dong level."
row004_claim11,4,정의당,00:50,Universalism: concern,support,0.9661373323697952,0.9917322397232056,0.987095832824707,0.0129041168838739,0.9661373323697952,"노동권과 환경권, 의료, 공공성 같은 국민의 기본권은 전국 어디서나 차별 없이 균등하게 보장되어야 합니다.","Basic rights of the people, such as labor rights, environmental rights, medical care, and publicness, must be guaranteed equally without discrimination anywhere in the country."
row005_claim02,5,정의당,02:03,Security: societal,constraint,0.8338501920166586,0.887642502784729,0.0303006470203399,0.9696993231773376,-0.8338501920166586,지금 진행되고 있는 행정통합은 사실상 지역의 민주주의를 위배하고 있는 것입니다.,"The administrative integration now being carried out is, in fact, violating local democracy."
row007_claim02,7,민주당,02:25,Security: societal,constraint,0.5900966453370842,0.619886040687561,0.0240281224250793,0.9759718775749208,-0.5900966453370842,아 이와 같은 현상은 지역에는 소멸의 공포를 가져오고 수도권에는 과일의 고통을 가중시키고 있습니다.,"Ah, this phenomenon is bringing the fear of extinction to the regions and is intensifying the pain of the capital region."
row007_claim04,7,민주당,02:25,Power: resources,support,0.2855326917338192,0.293788194656372,0.9859499335289,0.0140501195564866,0.2855326917338192,말만 있던 어 해수부의 부산 이전을 지난해 이미 완료했습니다.,"We already completed the relocation of the Ministry of Oceans and Fisheries to Busan last year, which had only been talked about."
row007_claim05,7,민주당,02:25,Power: resources,support,0.9283195387368178,0.944306492805481,0.9915350675582886,0.0084649035707116,0.9283195387368178,"또한 부산, 강원, 전북 제주 특별법 등 지방 주도 성장을 선도할 법안들이 아 곧 국회 통과를 앞두고 있습니다.","In addition, bills that will lead region-led growth, such as the special acts for Busan, Gangwon, Jeonbuk, and Jeju, are about to pass the National Assembly."
row007_claim07,7,민주당,02:25,Conformity: rules,support,0.2001501086586457,0.2085950821638107,0.9797574877738952,0.0202424954622983,0.2001501086586457,지난 3월 전남 광주 통합법이 처리되었고 오는 6월 단체장이 선출될 예정입니다.,"Last March, the law for the integration of Gwangju, Jeonnam was processed, and in June, the head of the local government is scheduled to be elected."
row007_claim08,7,민주당,02:25,Power: resources,support,0.9173488562565624,0.9289798140525818,0.9937399625778198,0.0062601030804216,0.9173488562565624,"통합 특별시에는 4년간 총 20조 원의 재정 지원, 투자, 환경 보증, 광역 교통 투자 등 집중 지원이 이루어질 것입니다.","For the integrated special city, concentrated support will be provided over four years, including a total of 20 trillion won in fiscal support, investment, environmental guarantees, and wide-area transportation investment."
row008_claim01,8,민주당,03:33,Self-direction: action,support,0.6651917416743147,0.6736814975738525,0.9936989545822144,0.0063009867444634,0.6651917416743147,또한 이 모든 과정을 통합 특별시가 정책을 결정하고 집행할 수 있도록 법적 행정적 위상을 보장할 것입니다.,"In addition, we will guarantee the legal and administrative status so that the integrated special city can decide and implement all these processes."
row008_claim01,8,민주당,03:33,Conformity: rules,support,0.3518132749044984,0.356315404176712,0.9936823844909668,0.0063176206313073,0.3518132749044984,또한 이 모든 과정을 통합 특별시가 정책을 결정하고 집행할 수 있도록 법적 행정적 위상을 보장할 것입니다.,"In addition, we will guarantee the legal and administrative status so that the integrated special city can decide and implement all these processes."
row008_claim02,8,민주당,03:33,Self-direction: action,support,0.251707630835895,0.2555543780326843,0.9924737215042114,0.0075262798927724,0.251707630835895,"출범 7개월 만에 코스피 5천 원 시대를 열었고, 그 실력 그대로 지방 주도 성장을 완성해 나가겠습니다.","Seven months after inauguration, we have opened the era of KOSPI 5,000 won, and with that same ability, we will complete locally led growth."
row008_claim03,8,민주당,03:33,Universalism: concern,support,0.9291734127486516,0.941570281982422,0.9934169054031372,0.0065830699168145,0.9291734127486516,전국 어디서나 다 잘 살 수 있는 민주당과 이재명 정부가 책임지고 해 나가겠습니다.,The Democratic Party and the Lee Jae-myung government will take responsibility and carry this out so that people can live well anywhere in the country.
row010_claim03,10,개혁신당,04:01,Benevolence: dependability,constraint,0.5858755201140156,0.8079301118850708,0.1374219059944152,0.8625780940055847,-0.5858755201140156,그러나 그 약속은 선고와 함께 사라졌습니다.,"However, that promise disappeared with the sentence."
row010_claim09,10,개혁신당,04:01,Achievement,constraint,0.7766611439325364,0.8778189420700073,0.057618860155344,0.9423812031745912,-0.7766611439325364,지방에는 반쪽짜리 도시만 생겼고 서울은 성장 동력만 잃었습니다.,"In the regions, only half-finished cities were created, and Seoul has only lost its growth engine."
row010_claim09,10,개혁신당,04:01,Power: resources,constraint,0.5368975054857683,0.6014260649681091,0.0536463223397731,0.9463537335395812,-0.5368975054857683,지방에는 반쪽짜리 도시만 생겼고 서울은 성장 동력만 잃었습니다.,"In the regions, only half-finished cities were created, and Seoul has only lost its growth engine."
row010_claim10,10,개혁신당,04:01,Security: societal,support,0.2625738072360453,0.2684589326381683,0.9890390634536744,0.010960946790874,0.2625738072360453,지역 균형 발전이라는 이름으로 국가 전체가 하향 평준화된 것입니다.,"Under the name of balanced regional development, the entire country has been leveled down."
row010_claim10,10,개혁신당,04:01,Universalism: concern,support,0.2572841776079757,0.2637050151824951,0.9878256916999816,0.0121742524206638,0.2572841776079757,지역 균형 발전이라는 이름으로 국가 전체가 하향 평준화된 것입니다.,"Under the name of balanced regional development, the entire country has been leveled down."
row011_claim01,11,개혁신당,04:54,Power: resources,support,0.5414632165243669,0.5583965182304382,0.984837532043457,0.0151624018326401,0.5414632165243669,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy, and at the same time creating a structure in which each region across the country becomes self-reliant through its own industrial ecosystem, and changing the structure of industry and finance rather than changing the lines of administrative districts—this is the policy of true balanced development."
row011_claim01,11,개혁신당,04:54,Self-direction: action,support,0.3990116790071244,0.4113232493400574,0.985034167766571,0.0149657856673002,0.3990116790071244,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy, and at the same time creating a structure in which each region across the country becomes self-reliant through its own industrial ecosystem, and changing the structure of industry and finance rather than changing the lines of administrative districts—this is the policy of true balanced development."
row011_claim01,11,개혁신당,04:54,Self-direction: thought,support,0.284361340301444,0.2925616800785064,0.985985279083252,0.0140147181227803,0.284361340301444,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy, and at the same time creating a structure in which each region across the country becomes self-reliant through its own industrial ecosystem, and changing the structure of industry and finance rather than changing the lines of administrative districts—this is the policy of true balanced development."
row011_claim01,11,개혁신당,04:54,Stimulation,support,0.2608754341038981,0.2687664031982422,0.9853200316429138,0.0146799851208925,0.2608754341038981,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy, and at the same time creating a structure in which each region across the country becomes self-reliant through its own industrial ecosystem, and changing the structure of industry and finance rather than changing the lines of administrative districts—this is the policy of true balanced development."
row011_claim02,11,개혁신당,04:54,Power: dominance,support,0.70941074160444,0.731984555721283,0.984580397605896,0.0154195921495556,0.70941074160444,"지도를 다시 다시 그리는 것, 이것은 정치입니다.","Redrawing the map again and again, this is politics."
row011_claim03,11,개혁신당,04:54,Stimulation,support,0.3464497907150224,0.360486090183258,0.9805313944816588,0.0194685403257608,0.3464497907150224,그러나 삶을 다시 설계하는 것 그것이 정책입니다.,"However, redesigning life again, that is policy."
row011_claim04,11,개혁신당,04:54,Self-direction: thought,support,0.2393526414632418,0.2472551017999649,0.9840196371078492,0.0159803945571184,0.2393526414632418,개혁신당은 정치가 아닌 정책으로 이 나라의 미래를 말하도록 하겠습니다.,"The Reform Party will speak about this country’s future through policy, not politics."
row013_claim02,13,국민의힘,05:30,Universalism: concern,constraint,0.9214873233082984,0.9861607551574708,0.0327905416488647,0.96720951795578,-0.9214873233082984,그러나 수도권 일극 체제는 고착되고 불평등과 불균형은 더욱 심화되고 있습니다.,"However, the metropolitan one-pole system is becoming entrenched, and inequality and imbalance are deepening further."
row013_claim03,13,국민의힘,05:30,Power: dominance,constraint,0.6221228785744017,0.9228478074073792,0.1629331111907959,0.8370668888092041,-0.6221228785744017,지방 정부에 대한 실질적인 권한 이용이 없었기 때문입니다.,It is because there was no practical use of authority over local governments.
row013_claim05,13,국민의힘,05:30,Achievement,constraint,0.6808860625788995,0.8401646614074707,0.0947901159524917,0.9052098989486694,-0.6808860625788995,그런데 지난 1월 16일 김민석 총리가 발표한 행정통합 방안을 보면 실망스럽습니다.,"However, if you look at the administrative integration plan announced by Prime Minister Kim Min-seok on January 16 of last year, it is disappointing."
row013_claim06,13,국민의힘,05:30,Power: resources,support,0.7209070444160224,0.9269849061965942,0.8888450860977173,0.1111549213528633,0.7209070444160224,"차관급 4명과 1급 보직 연간 5조 원 규모의 재정 지원, 공공기관 이전과 같은 유인책만 제시하며 행정 조세 인허가 등 조항 권한 이양에 대한 핵심은 빠져 있습니다.","It presents only incentives such as annual financial support on the scale of 5 trillion won for four vice-minister-level posts and first-grade positions, and the relocation of public institutions, while leaving out the core issue of transferring authority over provisions such as administration, taxation, and licensing."
row013_claim06,13,국민의힘,05:30,Power: dominance,support,0.2479123118524246,0.316311776638031,0.891879677772522,0.1081203296780586,0.2479123118524246,"차관급 4명과 1급 보직 연간 5조 원 규모의 재정 지원, 공공기관 이전과 같은 유인책만 제시하며 행정 조세 인허가 등 조항 권한 이양에 대한 핵심은 빠져 있습니다.","It presents only incentives such as annual financial support on the scale of 5 trillion won for four vice-minister-level posts and first-grade positions, and the relocation of public institutions, while leaving out the core issue of transferring authority over provisions such as administration, taxation, and licensing."
row013_claim11,13,국민의힘,05:30,Conformity: rules,support,0.4465480885212711,0.4757212996482849,0.9693379402160645,0.0306621044874191,0.4465480885212711,행정통합하려면 제대로 해야 합니다.,"If administrative integration is to be carried out, it must be done properly."
row014_claim03,14,국민의힘,06:43,Face,support,0.4516354048157023,0.535615086555481,0.9216044545173644,0.0783955603837966,0.4516354048157023,국민의 힘은 보여주기 정책이 아니라,"The People Power Party is not about showy policies, but rather…"
row016_claim01,16,조국혁신당,07:06,Stimulation,support,0.6461094344659366,0.6539068222045898,0.9940378665924072,0.0059621767140924,0.6461094344659366,주거 혁신의 제7공화국 비전에는 지역 균형 발전이 포함돼 있습니다.,The vision of the Seventh Republic for housing innovation includes balanced regional development.
row016_claim02,16,조국혁신당,07:06,Self-direction: action,support,0.8085939631054896,0.8213083744049072,0.992259681224823,0.0077403602190315,0.8085939631054896,시대에 뒤떨어진 중앙집권적 개발 국가 체제를 극복하고 분권과 자치를 폭넓게 실현하는 자치분권 공화국이 바로 제7공화국입니다.,The Seventh Republic is precisely a decentralized self-governing republic that overcomes the outdated centralized developmental state system and broadly realizes decentralization and autonomy.
row016_claim03,16,조국혁신당,07:06,Self-direction: action,support,0.3496466795799158,0.3558698892593384,0.9912563562393188,0.0087436735630035,0.3496466795799158,지역 균형 발전을 위한 방안도 여러 차례 밝혔습니다.,We have also stated on multiple occasions measures for balanced regional development.
row016_claim04,16,조국혁신당,07:06,Security: societal,support,0.8588112863565978,0.891152024269104,0.9818545579910278,0.018145490437746,0.8588112863565978,강릉에서는 국가 균형 발전과 지방 소멸 위기 극복을 위한 균형 발전 특별회계의 정부 지원액을 현실에 맞게 대폭 늘릴 것을 제안했습니다.,"In Gangneung, it was proposed to significantly increase, in line with reality, the government support amount for the Balanced Development Special Account for overcoming the crisis of regional extinction and promoting balanced national development."
row016_claim04,16,조국혁신당,07:06,Universalism: nature,support,0.6086550749562215,0.6302546858787537,0.9828643798828124,0.0171356219798326,0.6086550749562215,강릉에서는 국가 균형 발전과 지방 소멸 위기 극복을 위한 균형 발전 특별회계의 정부 지원액을 현실에 맞게 대폭 늘릴 것을 제안했습니다.,"In Gangneung, it was proposed to significantly increase, in line with reality, the government support amount for the Balanced Development Special Account for overcoming the crisis of regional extinction and promoting balanced national development."
row016_claim05,16,조국혁신당,07:06,Self-direction: action,support,0.3941452600602365,0.4095980823040008,0.9811366200447084,0.0188634134829044,0.3941452600602365,"22대 개헌 이후에는 곧바로 국회와 대통령실을 세종특별자치시로 완전 이전하는 행정수도 건설을 위한 특별법을 당론 발의했으며, 서울에 있을 아무런 이유가 없는 대법원과 그 부속기관을 대구 등 지방으로 이전하는 법안도 발의했습니다.","After the 22nd constitutional amendment, we immediately introduced, as a party bill, a special law for building an administrative capital that would completely relocate the National Assembly and the Presidential Office to Sejong Special Self-Governing City, and we also introduced a bill to relocate the Supreme Court and its affiliated agencies, which have no reason to be in Seoul, to Daegu and other local regions."
row016_claim06,16,조국혁신당,07:06,Power: resources,support,0.2477112118463685,0.2577394545078277,0.9805457592010498,0.0194542091339826,0.2477112118463685,"수도권으로의 청년층 순 이동의 흐름을 보면 최근 20년간 수도권으로 순유입이 지속되었고 그 이유는 직업과 교육, 주거 환경 때문이라고 합니다.","Looking at the net migration flow of young people to the Seoul metropolitan area, it has been said that net inflow to the metropolitan area has continued over the past 20 years, and the reason is employment, education, and the housing environment."
row017_claim01,17,조국혁신당,08:08,Universalism: concern,support,0.2499542812860372,0.2791645228862762,0.9476827383041382,0.0523172430694103,0.2499542812860372,"향후 지속될 수도권의 집중 현상을 반전시키기 위해서는 비수도권에도 직업과 교육, 주거 환경을 발전시켜야 합니다.","To reverse the concentration phenomenon in the Seoul metropolitan area that may continue in the future, jobs, education, and housing conditions must also be developed in non-metropolitan regions."
row017_claim02,17,조국혁신당,08:08,Universalism: concern,support,0.700649725878853,0.7393428683280945,0.9738327264785768,0.0261672306805849,0.700649725878853,한편 지역균형 발전과 반드시 함께 가야 하는 것이 있습니다.,"Meanwhile, there is something that must go together with balanced regional development."
row017_claim03,17,조국혁신당,08:08,Benevolence: caring,support,0.5970038922054722,0.6093878149986267,0.9898390769958496,0.0101609844714403,0.5970038922054722,현재 개혁진보 4당은 국회 본청 앞에서 천막 농성을 하고 있으며 어제는 간절한 마음으로 담아 3부 1배까지 하겠습니다.,"The four current reform-progressive parties are staging a tent sit-in in front of the National Assembly main building, and yesterday we will even do three rounds of prostration, with earnest hearts."
row017_claim04,17,조국혁신당,08:08,Stimulation,support,0.4552552284667672,0.4701498746871948,0.9841596484184264,0.0158402826637029,0.4552552284667672,조국 산업과 교육이 지역 단위로 재구성되어 수도권의 쏠림 현상을 막고 정치 개혁,"National industry and education are being reorganized on a regional basis to prevent the concentration phenomenon in the Seoul metropolitan area, and political reform."
row017_claim04,17,조국혁신당,08:08,Self-direction: action,support,0.2500876083280849,0.2581672966480255,0.9843518137931824,0.015648141503334,0.2500876083280849,조국 산업과 교육이 지역 단위로 재구성되어 수도권의 쏠림 현상을 막고 정치 개혁,"National industry and education are being reorganized on a regional basis to prevent the concentration phenomenon in the Seoul metropolitan area, and political reform."
