unit_id,speaker,time,korean_text,english_text,top_signed_support,top_signed_constraint,projection_method,x,y,cluster_id
row004_claim01,정의당,00:50,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Face:-0.000; Humility:-0.000; Conformity: interpersonal:-0.000; Benevolence: dependability:-0.000; Hedonism:-0.000,Universalism: nature:0.624; Security: societal:0.263; Universalism: concern:0.004; Power: resources:0.002; Security: personal:0.002,pca,-0.30642264613480574,0.09958143133208328,0
row004_claim02,정의당,00:50,정부는 초강력 행정통합을 해답으로 내놓고 있지만 우리는 본질적인 질문을 던져야 합니다.,"The government is putting forward a super-strong administrative integration as the answer, but we must ask the fundamental question.",Security: societal:0.288; Self-direction: thought:0.161; Stimulation:0.124; Power: dominance:0.069; Self-direction: action:0.058,Universalism: nature:-0.000; Security: personal:-0.000; Hedonism:-0.001; Humility:-0.001; Benevolence: caring:-0.001,pca,0.2357330545203484,-0.1295342838204033,4
row004_claim03,정의당,00:50,행정구역만 합친다고 지방이 정말 잘 살 만한 곳으로 바뀔까요?,"If we only merge the administrative districts, will the provinces really become places where people can live well?",Universalism: concern:0.674; Security: societal:0.037; Achievement:0.026; Power: dominance:0.008; Power: resources:0.006,Hedonism:-0.000; Conformity: interpersonal:-0.000; Tradition:-0.000; Humility:-0.000; Universalism: nature:-0.000,pca,0.2755534195940684,0.25381701167867887,4
row004_claim04,정의당,00:50,지방을 살리기 위해서는 다음의 조건이 필수적입니다.,"To revitalize local regions, the following conditions are essential.",Stimulation:0.766; Self-direction: action:0.069; Security: societal:0.057; Self-direction: thought:0.023; Benevolence: caring:0.017,Face:-0.000; Humility:-0.000; Security: personal:-0.000; Power: dominance:-0.000; Universalism: tolerance:-0.001,pca,0.15757757475938652,0.014821836617878267,4
row004_claim05,정의당,00:50,"첫째, 국가가 지역 간 격차를 줄이는 컨트롤타워 역할을 끝까지 수행해야 합니다.","First, the state must carry out its role as the control tower for reducing disparities among regions to the very end.",Universalism: concern:0.884; Power: dominance:0.024; Universalism: tolerance:0.019; Self-direction: action:0.017; Conformity: rules:0.009,Hedonism:-0.000; Security: personal:-0.000; Universalism: nature:-0.000; Tradition:-0.000; Power: resources:-0.000,pca,0.34960250514005564,0.3817080139038962,4
row004_claim06,정의당,00:50,단순히 합치는 것이 아니라 균형을 맞추는 것이 핵심입니다.,"The key is not simply combining them, but balancing them.",Self-direction: thought:0.103; Stimulation:0.049; Tradition:0.005; Universalism: tolerance:0.004; Benevolence: dependability:0.004,Benevolence: caring:-0.000; Universalism: concern:-0.000; Security: societal:-0.000; Security: personal:-0.000; Universalism: nature:-0.001,pca,-0.027969124130430824,-0.04199356685066509,4
row004_claim07,정의당,00:50,"둘째, 지역의 부가 수도권으로 유출되는 구조를 바꿔야 합니다.","Second, we need to change the structure in which local wealth flows out to the metropolitan area.",Power: resources:0.810; Stimulation:0.051; Self-direction: action:0.030; Security: societal:0.017; Self-direction: thought:0.004,Humility:-0.000; Hedonism:-0.000; Universalism: tolerance:-0.000; Security: personal:-0.000; Tradition:-0.000,pca,0.14886301886330527,-0.3930895323594883,4
row004_claim08,정의당,00:50,지역 본사제를 도입하고 지역 공공은행을 설립하여 지역 순환 경제를 만들어 내야 합니다.,We need to introduce a regional headquarters system and establish regional public banks to create a regional circular economy.,Stimulation:0.014; Self-direction: action:0.005; Power: resources:0.005; Self-direction: thought:0.002; Conformity: rules:0.001,Humility:-0.000; Security: personal:-0.000; Universalism: tolerance:-0.000; Power: dominance:-0.000; Hedonism:-0.000,pca,-0.040327909385549095,-0.052175062857513846,4
row004_claim09,정의당,00:50,"셋째, 실질적 자치를 뒷받침하는 연방제 수준의 재정 입법권 이양과 읍면동 단위까지 주민 결정권을 보장하는 헌법 개정이 반드시 필요합니다.","Third, a constitutional amendment is absolutely necessary to transfer fiscal and legislative powers at the level of a federal system that supports substantive autonomy, and to guarantee residents’ decision-making rights down to the eup, myeon, and dong levels.",Self-direction: action:0.669; Conformity: rules:0.077; Universalism: concern:0.024; Power: dominance:0.023; Self-direction: thought:0.022,Face:-0.000; Hedonism:-0.000; Humility:-0.000; Achievement:-0.000; Universalism: nature:-0.000,pca,0.2062543168993425,0.343768670221838,2
row004_claim10,정의당,00:50,"넷째, 분권이 규제 완화 경쟁으로 변질되어서는 안 됩니다.","Fourth, decentralization must not devolve into a competition of deregulation.",Self-direction: action:0.152; Universalism: concern:0.041; Stimulation:0.019; Conformity: rules:0.016; Self-direction: thought:0.010,Hedonism:-0.000; Security: personal:-0.000; Face:-0.000; Humility:-0.000; Tradition:-0.000,pca,0.03056055365874301,0.05460505221380739,4
row004_claim11,정의당,00:50,"노동권과 환경권, 의료, 공공성 같은 국민의 기본권은 전국 어디서나 차별 없이 균등하게 보장되어야 합니다.","Basic rights of the people, such as labor rights, environmental rights, healthcare, and the public character of services, must be equally guaranteed without discrimination anywhere in the country.",Universalism: concern:0.964; Benevolence: caring:0.016; Security: personal:0.006; Conformity: rules:0.006; Universalism: tolerance:0.004,Hedonism:-0.000; Humility:-0.000; Face:-0.000; Conformity: interpersonal:-0.000; Tradition:-0.000,pca,0.3745992295324362,0.4118578082940253,4
row005_claim01,정의당,02:03,"마지막으로 모든 통합 과정은 주민 투표를 통한 민주적 수기 절차를 반드시 거쳐야 합니다.
지금 진행되고 있는 행정통합은 사실상 지역의 민주주의를 위배하고 있는 것입니다.","Finally, all integration processes must обязательно go through a democratic handwritten procedure through a resident referendum.
The administrative integration currently underway is, in fact, violating local democracy.",Power: resources:-0.000; Universalism: nature:-0.000; Hedonism:-0.000; Humility:-0.000; Face:-0.000,Conformity: rules:0.282; Universalism: concern:0.160; Security: societal:0.003; Benevolence: caring:0.003; Conformity: interpersonal:0.002,pca,-0.15370496515881854,-0.19623808457701747,4
row007_claim01,민주당,02:25,국민 여러분 지금 대한민국은 국토의 12%에 불과한 수도권의 인구와 기업의 절반이 몰려 있는 수도권 1급 공화국입니다.,"Fellow citizens, right now the Republic of Korea is a first-class capital region republic in which half of the population and businesses are concentrated in the capital region, which accounts for only 12% of the national territory.",Humility:0.042; Achievement:0.011; Power: dominance:0.006; Conformity: rules:0.005; Benevolence: caring:0.003,Conformity: interpersonal:0.021; Face:0.011; Benevolence: dependability:0.011; Universalism: concern:0.002; Power: resources:0.002,pca,-0.048261452068712546,-0.05294147262742121,4
row007_claim02,민주당,02:25,아 이와 같은 현상은 지역에는 소멸의 공포를 가져오고 수도권에는 과일의 고통을 가중시키고 있습니다.,"Ah, such a phenomenon brings the fear of extinction to the regions and intensifies the pain of the metropolitan area.",Face:-0.000; Humility:-0.000; Conformity: interpersonal:-0.000; Self-direction: thought:-0.000; Benevolence: dependability:-0.000,Universalism: nature:0.415; Security: societal:0.226; Universalism: concern:0.008; Hedonism:0.003; Stimulation:0.003,pca,-0.26113274913740975,0.06778716879574752,0
row007_claim03,민주당,02:25,이재명 정부와 더불어민주당은 수도권 중심 성장이 아닌 지방 주도 성장으로 대한민국의 재도약을 이끌어 나가겠습니다.,"The Lee Jae-myung administration and the Democratic Party of Korea will lead South Korea’s leap forward with region-led growth, not growth centered on the Seoul metropolitan area.",Achievement:0.228; Self-direction: action:0.021; Power: dominance:0.010; Stimulation:0.009; Power: resources:0.007,Security: personal:-0.000; Conformity: rules:-0.000; Benevolence: caring:-0.000; Conformity: interpersonal:-0.000; Hedonism:-0.000,pca,-0.026041820735414927,-0.0481662837569351,4
row007_claim04,민주당,02:25,변화는 이미 시작되었습니다. 말만 있던 어 해수부의 부산 이전을 지난해 이미 완료했습니다.,"The change has already begun. We already completed the relocation of the Ministry of Oceans and Fisheries to Busan last year, which had only been talked about.",Stimulation:0.936; Universalism: nature:0.024; Hedonism:0.012; Power: resources:0.009; Security: societal:0.009,Security: personal:-0.001; Benevolence: dependability:-0.001; Universalism: tolerance:-0.001; Conformity: interpersonal:-0.001; Tradition:-0.001,pca,0.12649473602417488,0.005633179233456756,4
row007_claim05,민주당,02:25,"또한 부산, 강원, 전북 제주 특별법 등 지방 주도 성장을 선도할 법안들이 아 곧 국회 통과를 앞두고 있습니다.","In addition, bills that will lead region-led growth, such as the special acts for Busan, Gangwon, Jeonbuk, and Jeju, are soon approaching passage in the National Assembly.",Power: resources:0.891; Security: societal:0.094; Self-direction: action:0.014; Stimulation:0.005; Self-direction: thought:0.003,Humility:-0.000; Tradition:-0.000; Benevolence: dependability:-0.000; Hedonism:-0.000; Universalism: tolerance:-0.000,pca,0.2097845795837822,-0.47697703682559245,4
row007_claim06,민주당,02:25,지방에 실질적인 성장 동력을 불어넣기 위해 5급 3특 체제로의 행정통합도 추진되고 있습니다.,"Administrative integration into a “Grade 5, 3-special-municipality system” is also being promoted in order to inject substantive growth momentum into the provinces.",Achievement:0.030; Self-direction: action:0.003; Power: resources:0.002; Security: societal:0.001; Stimulation:0.001,Tradition:-0.000; Humility:-0.000; Hedonism:-0.000; Face:-0.000; Conformity: interpersonal:-0.000,pca,-0.04224933900058349,-0.05440041418471157,4
row007_claim07,민주당,02:25,지난 3월 전남 광주 통합법이 처리되었고 오는 6월 단체장이 선출될 예정입니다.,"Last March, the law on the integration of Gwangju and Jeonnam was processed, and a local government head is scheduled to be elected this coming June.",Conformity: rules:0.027; Universalism: concern:0.003; Self-direction: action:0.001; Security: societal:0.001; Power: dominance:0.000,Humility:-0.000; Hedonism:-0.000; Face:-0.000; Achievement:-0.000; Benevolence: dependability:-0.000,pca,-0.04038738627845484,-0.046058003060798734,4
row007_claim08,민주당,02:25,"통합 특별시에는 4년간 총 20조 원의 재정 지원, 투자, 환경 보증, 광역 교통 투자 등 집중 지원이 이루어질 것입니다.","For the integrated special city, concentrated support such as a total of 20 trillion won in financial support, investment, environmental guarantees, and metropolitan transportation investment will be provided over four years.",Power: resources:0.873; Universalism: nature:0.350; Benevolence: caring:0.293; Stimulation:0.068; Benevolence: dependability:0.063,Universalism: tolerance:-0.001; Conformity: rules:-0.002; Power: dominance:-0.003; Face:-0.003; Tradition:-0.003,pca,0.20140609519381297,-0.44497022379061,4
row008_claim01,민주당,03:33,또한 이 모든 과정을 통합 특별시가 정책을 결정하고 집행할 수 있도록 법적 행정적 위상을 보장할 것입니다.,"In addition, we will ensure the legal and administrative status so that the integrated special city can decide and implement all of these processes.",Conformity: rules:0.440; Self-direction: action:0.331; Power: dominance:0.022; Universalism: concern:0.010; Power: resources:0.004,Humility:-0.000; Hedonism:-0.000; Face:-0.000; Tradition:-0.000; Universalism: nature:-0.000,pca,0.13007757665843533,0.2326136408562298,5
row008_claim02,민주당,03:33,"이재명 정부는 합니다. 출범 7개월 만에 코스피 5천 원 시대를 열었고, 그 실력 그대로 지방 주도 성장을 완성해 나가겠습니다.","The Lee Jae-myung administration does it. Within seven months of launching, it opened the era of a KOSPI 5,000 won, and with that same capability, it will complete region-led growth.",Achievement:0.965; Power: resources:0.025; Self-direction: action:0.010; Stimulation:0.005; Power: dominance:0.004,Conformity: interpersonal:-0.000; Security: personal:-0.000; Security: societal:-0.000; Universalism: concern:-0.000; Conformity: rules:-0.000,pca,0.001949076323928406,-0.07436319391077087,4
row008_claim03,민주당,03:33,전국 어디서나 다 잘 살 수 있는 민주당과 이재명 정부가 책임지고 해 나가겠습니다.,The Democratic Party and the Lee Jae-myung government will take responsibility and carry this out so that people can live well anywhere in the country.,Universalism: concern:0.929; Security: societal:0.153; Power: dominance:0.076; Conformity: rules:0.033; Benevolence: dependability:0.025,Universalism: nature:-0.000; Hedonism:-0.000; Humility:-0.001; Tradition:-0.001; Stimulation:-0.001,pca,0.4874004268976687,0.3406363617039835,4
row010_claim01,개혁신당,04:01,아 선거철이 돌아올 때마다 지도 위의 선이 다시 그려집니다.,"Ah, every time election season comes around, the lines on the map are drawn again.",Power: dominance:0.006; Security: societal:0.002; Achievement:0.002; Stimulation:0.002; Power: resources:0.001,Security: personal:-0.000; Conformity: interpersonal:-0.000; Benevolence: caring:-0.000; Universalism: tolerance:-0.000; Humility:-0.000,pca,-0.04342708060241002,-0.05511686464625136,4
row010_claim02,개혁신당,04:01,"목련이 피는 봄이 오면 김포는 서울이 된다던 그 약속 기억하십니까?
봄도 왔고 목련도 피웠습니다. 그러나 그 약속은 선고와 함께 사라졌습니다.","Do you remember that promise that when spring, when magnolias bloom, Gimpo would become Seoul?
Spring has come, and the magnolias have bloomed. However, that promise disappeared along with the sentencing.",Self-direction: thought:0.000; Power: dominance:-0.000; Universalism: tolerance:-0.000; Self-direction: action:-0.000; Security: personal:-0.001,Benevolence: caring:0.099; Stimulation:0.066; Benevolence: dependability:0.058; Conformity: rules:0.023; Tradition:0.017,pca,-0.0722982609670908,-0.061640992722158276,4
row010_claim03,개혁신당,04:01,"이번 민주당의 행정구역 개편도 다르지 않습니다.
모두에게 특별이라는 타이틀은 붙였지만 결국 아무도 특별해지지 않았습니다.
행정 혼란만 가중했을 뿐 어떤 정책 철학도 시민이 체감할 실익도 없습니다.","This Democratic Party’s administrative district reorganization is no different.
The title of “special” was attached to everyone, but in the end, no one became special.
It only increased administrative confusion, and there is neither any policy philosophy nor any practical benefit that citizens can actually feel.",Tradition:-0.000; Hedonism:-0.000; Face:-0.000; Conformity: rules:-0.000; Self-direction: action:-0.000,Universalism: concern:0.038; Benevolence: caring:0.006; Achievement:0.006; Stimulation:0.002; Benevolence: dependability:0.002,pca,-0.0647730660820242,-0.07207100506319929,4
row010_claim04,개혁신당,04:01,더 근본적인 문제를 직시해야 합니다. 서울의 기능을 옥죄고 강제로 이전하면 지방이 살아난다는 환상 이것을 끝내야 합니다.,"We need to face the more fundamental problem. We must end the illusion that if we squeeze Seoul’s functions and forcibly relocate them, the regions will be revived.",Self-direction: action:0.666; Power: resources:0.028; Security: societal:0.019; Stimulation:0.016; Power: dominance:0.016,Humility:-0.000; Universalism: tolerance:-0.000; Face:-0.000; Hedonism:-0.000; Universalism: nature:-0.000,pca,0.20701230460124379,0.29511896019653816,2
row010_claim05,개혁신당,04:01,"지금 혁신도시들이 어떻습니까? 지방에는 반쪽짜리 도시만 생겼고 서울은 성장 동력만 잃었습니다.
지역 균형 발전이라는 이름으로 국가 전체가 하향 평준화된 것입니다.","What are the innovation cities like now? In the provinces, only half-finished cities were created, and Seoul has only lost its growth engine. Under the name of balanced regional development, the entire country has been leveled downward.",Security: personal:-0.000; Tradition:-0.000; Universalism: tolerance:-0.000; Conformity: interpersonal:-0.000; Humility:-0.000,Stimulation:0.453; Power: resources:0.353; Achievement:0.256; Self-direction: action:0.018; Security: societal:0.011,pca,-0.22073631119405834,0.06450861888420498,4
row011_claim01,개혁신당,04:54,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy while at the same time creating a structure in which each region across the country becomes self-reliant as a unique industrial ecosystem, and changing the structure of industry and finance rather than changing administrative boundaries—this is the policy of true balanced development.",Self-direction: action:0.386; Power: resources:0.304; Self-direction: thought:0.278; Stimulation:0.222; Universalism: concern:0.110,Security: personal:-0.003; Face:-0.003; Hedonism:-0.004; Humility:-0.006; Power: dominance:-0.007,pca,0.33313104464162535,0.08265638930838937,2
row011_claim02,개혁신당,04:54,"지도를 다시 다시 그리는 것, 이것은 정치입니다.","Redrawing the map again and again, this is politics.",Power: dominance:0.709; Universalism: concern:0.084; Conformity: rules:0.035; Self-direction: action:0.008; Stimulation:0.004,Security: personal:-0.000; Benevolence: caring:-0.000; Hedonism:-0.000; Humility:-0.000; Universalism: nature:-0.000,pca,0.028291691143706763,-0.010790337629863131,4
row011_claim03,개혁신당,04:54,그러나 삶을 다시 설계하는 것 그것이 정책입니다.,"However, redesigning life—that is policy.",Stimulation:0.810; Self-direction: action:0.063; Conformity: rules:0.011; Security: societal:0.008; Achievement:0.005,Security: personal:-0.000; Universalism: tolerance:-0.000; Benevolence: dependability:-0.000; Humility:-0.000; Tradition:-0.000,pca,0.1197141871880314,0.03330270963122621,4
row011_claim04,개혁신당,04:54,개혁신당은 정치가 아닌 정책으로 이 나라의 미래를 말하도록 하겠습니다.,"The New Reform Party will speak about this country's future through policy, not politics.",Self-direction: thought:0.630; Stimulation:0.256; Self-direction: action:0.067; Universalism: concern:0.009; Tradition:0.004,Security: personal:-0.000; Conformity: rules:-0.000; Hedonism:-0.000; Universalism: nature:-0.001; Benevolence: caring:-0.001,pca,0.07427455482422216,0.04968095419950508,4
row013_claim01,국민의힘,05:30,"국가 균형 발전을 위한 지방자치 제도가 시작된 지가 30년이 지났습니다.
그러나 수도권 일극 체제는 고착되고 불평등과 불균형은 더욱 심화되고 있습니다.
지방 정부에 대한 실질적인 권한 이용이 없었기 때문입니다.
지방자치가 제대로 작동하여 경쟁력을 갖추려면 중앙 정부의 행정 재정 조세 인허가 권한을 지방 정부에 과감하게 이행해야 합니다.","It has been 30 years since the system of local self-government for balanced national development began.  
However, the Seoul metropolitan area’s single-centered system has become entrenched, and inequality and imbalance are becoming even more severe.  
This is because there has been no substantive delegation of authority to local governments.  
For local autonomy to function properly and become competitive, the central government’s administrative, fiscal, tax, and licensing authority must be boldly transferred to local governments.",Hedonism:-0.001; Humility:-0.002; Face:-0.004; Security: personal:-0.004; Benevolence: caring:-0.005,Universalism: concern:0.432; Self-direction: action:0.116; Power: dominance:0.112; Conformity: rules:0.111; Security: societal:0.050,pca,-0.33963588394842537,-0.32647298283453097,4
row013_claim02,국민의힘,05:30,"그런데 지난 1월 16일 김민석 총리가 발표한 행정통합 방안을 보면 실망스럽습니다.
차관급 4명과 1급 보직 연간 5조 원 규모의 재정 지원, 공공기관 이전과 같은 유인책만 제시하며 행정 조세 인허가 등 조항 권한 이양에 대한 핵심은 빠져 있습니다.
이런 통합은 재정 지원 중심 정책에 머물 수밖에 없습니다.","However, if you look at the administrative integration plan announced by Prime Minister Kim Min-seok on January 16, it is disappointing.  
It only presents incentives such as four vice-minister-level positions, annual financial support on the scale of 5 trillion won, and relocation of public institutions, while leaving out the core issue of transferring authority over clauses such as administration, taxation, and permits.  
Such integration can only remain a policy centered on financial support.",Power: resources:0.202; Stimulation:0.041; Benevolence: caring:0.031; Power: dominance:0.029; Benevolence: dependability:0.027,Achievement:0.001; Universalism: concern:0.001; Face:0.001; Universalism: tolerance:0.000; Tradition:0.000,pca,0.00802939545829981,-0.1362603439073818,4
row013_claim03,국민의힘,05:30,"특히 선거를 앞둔 시점에서 추진되어 국민들은 포퓰리즘 정책이라고 의구심을 가질 수밖에 없습니다.
지방분권을 통한 지역 통합은 국가의 백년지대계입니다.
그래서 우리 국민의힘 입장은 명확합니다. 행정통합하려면 제대로 해야 합니다.","Especially when it is being pursued ahead of an election, the people have no choice but to suspect that it is a populist policy.
Regional integration through decentralization is a hundred-year national plan.
So our People Power Party’s position is clear. If administrative integration is to be done, it must be done properly.",Self-direction: thought:0.199; Universalism: tolerance:0.026; Tradition:0.025; Security: societal:0.025; Power: dominance:0.022,Universalism: nature:-0.000; Hedonism:-0.000; Security: personal:-0.000; Power: resources:-0.000; Benevolence: caring:-0.001,pca,0.007261900174061073,-0.02791304494442563,4
row014_claim01,국민의힘,06:43,"먼저 중앙정부가 지방 정부의 협의체를 구성해 권한 이양 범위를 명확히 해야 합니다.
이후 법제화 단계에서 충분한 의견 수렴 절차를 통해 지역의 현실을 반영하고 국민 공감대를 넓혀야 합니다.","First, the central government must establish a consultative body of local governments and clarify the scope of authority transfer.
After that, in the legislative process, it must reflect local realities and broaden public consensus through sufficient procedures for gathering opinions.",Power: dominance:0.072; Conformity: interpersonal:0.068; Benevolence: dependability:0.063; Self-direction: thought:0.048; Self-direction: action:0.040,Security: personal:-0.000; Hedonism:-0.000; Achievement:-0.000; Universalism: nature:-0.000; Humility:-0.000,pca,-0.008581800481061802,-0.029037013679471885,4
row016_claim01,조국혁신당,07:06,주거 혁신의 제7공화국 비전에는 지역 균형 발전이 포함돼 있습니다.,The vision of the 7th Republic for housing innovation includes balanced regional development.,Stimulation:0.928; Universalism: concern:0.029; Security: societal:0.027; Self-direction: thought:0.018; Self-direction: action:0.013,Security: personal:-0.000; Conformity: interpersonal:-0.000; Face:-0.001; Humility:-0.001; Conformity: rules:-0.001,pca,0.15111049548873307,0.014551612360307789,4
row016_claim02,조국혁신당,07:06,시대에 뒤떨어진 중앙집권적 개발 국가 체제를 극복하고 분권과 자치를 폭넓게 실현하는 자치분권 공화국이 바로 제7공화국입니다.,The Seventh Republic is precisely a decentralized and autonomous republic that overcomes the outdated centralized developmental state system and broadly realizes decentralization and local autonomy.,Self-direction: action:0.745; Stimulation:0.246; Self-direction: thought:0.190; Security: societal:0.018; Tradition:0.015,Face:-0.000; Humility:-0.001; Security: personal:-0.001; Benevolence: caring:-0.001; Power: resources:-0.001,pca,0.28583975081066504,0.38557193150335956,2
row016_claim03,조국혁신당,07:06,지역 균형 발전을 위한 방안도 여러 차례 밝혔습니다.,I have stated several times measures for balanced regional development.,Self-direction: action:0.095; Security: societal:0.093; Universalism: concern:0.034; Self-direction: thought:0.030; Stimulation:0.013,Face:-0.000; Hedonism:-0.000; Humility:-0.000; Security: personal:-0.000; Tradition:-0.000,pca,0.07859786213782877,-0.025674722731452715,4
row016_claim04,조국혁신당,07:06,강릉에서는 국가 균형 발전과 지방 소멸 위기 극복을 위한 균형 발전 특별회계의 정부 지원액을 현실에 맞게 대폭 늘릴 것을 제안했습니다.,"In Gangneung, it was proposed that the government support amount in the Special Account for Balanced Development, for balanced national development and overcoming the crisis of local extinction, be substantially increased in line with reality.",Universalism: nature:0.809; Security: societal:0.755; Universalism: concern:0.134; Power: resources:0.035; Stimulation:0.033,Humility:-0.001; Face:-0.001; Hedonism:-0.002; Security: personal:-0.002; Conformity: interpersonal:-0.003,pca,0.686317216052064,-0.38200502319977625,4
row016_claim05,조국혁신당,07:06,"22대 개헌 이후에는 곧바로 국회와 대통령실을 세종특별자치시로 완전 이전하는 행정수도 건설을 위한 특별법을 당론 발의했으며, 서울에 있을 아무런 이유가 없는 대법원과 그 부속기관을 대구 등 지방으로 이전하는 법안도 발의했습니다.","After the 22nd constitutional amendment, we immediately proposed as a party line a special law for building an administrative capital that would completely relocate the National Assembly and the Presidential Office to Sejong Special Self-Governing City, and we also proposed a bill to relocate the Supreme Court, which has no reason whatsoever to remain in Seoul, and its affiliated agencies to Daegu and other regional areas.",Power: dominance:0.296; Self-direction: action:0.219; Power: resources:0.054; Stimulation:0.022; Conformity: rules:0.015,Humility:-0.000; Benevolence: dependability:-0.000; Benevolence: caring:-0.000; Hedonism:-0.001; Security: personal:-0.001,pca,0.06217270978551977,0.04460766486197941,4
row016_claim06,조국혁신당,07:06,"수도권으로의 청년층 순 이동의 흐름을 보면 최근 20년간 수도권으로 순유입이 지속되었고 그 이유는 직업과 교육, 주거 환경 때문이라고 합니다.","Looking at the flow of net migration of young people to the metropolitan area, there has been continuous net inflow to the metropolitan area over the past 20 years, and the reason is said to be jobs, education, and the housing environment.",Security: societal:0.263; Power: resources:0.152; Achievement:0.024; Universalism: concern:0.003; Stimulation:0.003,Humility:-0.000; Conformity: rules:-0.000; Hedonism:-0.000; Security: personal:-0.000; Benevolence: dependability:-0.000,pca,0.1904101738135608,-0.23678351500060008,4
