unit_id,source_row,speaker,time,value,stance,strength,presence,attained,constrained,signed,korean_text,english_text
row004_claim01,4,정의당,00:50,Universalism: nature,constraint,0.624255305635848,0.7147630453109741,0.0633130893111229,0.9366868734359741,-0.624255305635848,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence."
row004_claim01,4,정의당,00:50,Security: societal,constraint,0.26318368408246307,0.2821221947669983,0.03356436267495155,0.9664356112480164,-0.26318368408246307,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence."
row004_claim02,4,정의당,00:50,Security: societal,support,0.2877190363312475,0.29553765058517456,0.9867722392082214,0.013227799907326698,0.2877190363312475,정부는 초강력 행정통합을 해답으로 내놓고 있지만 우리는 본질적인 질문을 던져야 합니다.,"The government is putting forward a super-strong administrative integration as the answer, but we must ask the fundamental question."
row004_claim03,4,정의당,00:50,Universalism: concern,support,0.6738898686233097,0.8753471970558167,0.8849272131919861,0.1150728389620781,0.6738898686233097,행정구역만 합친다고 지방이 정말 잘 살 만한 곳으로 바뀔까요?,"If we only merge the administrative districts, will the provinces really become places where people can live well?"
row004_claim04,4,정의당,00:50,Stimulation,support,0.7661632067176283,0.7887296080589294,0.9856944680213928,0.014305542223155499,0.7661632067176283,지방을 살리기 위해서는 다음의 조건이 필수적입니다.,"To revitalize local regions, the following conditions are essential."
row004_claim05,4,정의당,00:50,Universalism: concern,support,0.8844323280392299,0.9507412910461426,0.9651277661323547,0.034872252494096756,0.8844323280392299,"첫째, 국가가 지역 간 격차를 줄이는 컨트롤타워 역할을 끝까지 수행해야 합니다.","First, the state must carry out its role as the control tower for reducing disparities among regions to the very end."
row004_claim07,4,정의당,00:50,Power: resources,support,0.8095312059618001,0.8481897711753845,0.9772111177444458,0.022788848727941513,0.8095312059618001,"둘째, 지역의 부가 수도권으로 유출되는 구조를 바꿔야 합니다.","Second, we need to change the structure in which local wealth flows out to the metropolitan area."
row004_claim09,4,정의당,00:50,Self-direction: action,support,0.6686331906404557,0.7022128701210022,0.9760900735855103,0.023909874260425568,0.6686331906404557,"셋째, 실질적 자치를 뒷받침하는 연방제 수준의 재정 입법권 이양과 읍면동 단위까지 주민 결정권을 보장하는 헌법 개정이 반드시 필요합니다.","Third, a constitutional amendment is absolutely necessary to transfer fiscal and legislative powers at the level of a federal system that supports substantive autonomy, and to guarantee residents’ decision-making rights down to the eup, myeon, and dong levels."
row004_claim11,4,정의당,00:50,Universalism: concern,support,0.963931810677367,0.9879938364028931,0.9878227710723877,0.012177200056612492,0.963931810677367,"노동권과 환경권, 의료, 공공성 같은 국민의 기본권은 전국 어디서나 차별 없이 균등하게 보장되어야 합니다.","Basic rights of the people, such as labor rights, environmental rights, healthcare, and the public character of services, must be equally guaranteed without discrimination anywhere in the country."
row005_claim01,5,정의당,02:03,Conformity: rules,constraint,0.28209509689141044,0.8519915342330933,0.3344495892524719,0.6655504107475281,-0.28209509689141044,"마지막으로 모든 통합 과정은 주민 투표를 통한 민주적 수기 절차를 반드시 거쳐야 합니다.
지금 진행되고 있는 행정통합은 사실상 지역의 민주주의를 위배하고 있는 것입니다.","Finally, all integration processes must обязательно go through a democratic handwritten procedure through a resident referendum.
The administrative integration currently underway is, in fact, violating local democracy."
row007_claim02,7,민주당,02:25,Universalism: nature,constraint,0.41487798961349487,0.44496041536331177,0.033803507685661316,0.9661965370178223,-0.41487798961349487,아 이와 같은 현상은 지역에는 소멸의 공포를 가져오고 수도권에는 과일의 고통을 가중시키고 있습니다.,"Ah, such a phenomenon brings the fear of extinction to the regions and intensifies the pain of the metropolitan area."
row007_claim02,7,민주당,02:25,Security: societal,constraint,0.22582374176892295,0.23727110028266907,0.024122949689626694,0.975877046585083,-0.22582374176892295,아 이와 같은 현상은 지역에는 소멸의 공포를 가져오고 수도권에는 과일의 고통을 가중시키고 있습니다.,"Ah, such a phenomenon brings the fear of extinction to the regions and intensifies the pain of the metropolitan area."
row007_claim03,7,민주당,02:25,Achievement,support,0.2281493923903105,0.24653558433055878,0.9627108573913574,0.037289105355739594,0.2281493923903105,이재명 정부와 더불어민주당은 수도권 중심 성장이 아닌 지방 주도 성장으로 대한민국의 재도약을 이끌어 나가겠습니다.,"The Lee Jae-myung administration and the Democratic Party of Korea will lead South Korea’s leap forward with region-led growth, not growth centered on the Seoul metropolitan area."
row007_claim04,7,민주당,02:25,Stimulation,support,0.9355424820765514,0.9620286822319031,0.986234188079834,0.013765799812972546,0.9355424820765514,변화는 이미 시작되었습니다. 말만 있던 어 해수부의 부산 이전을 지난해 이미 완료했습니다.,"The change has already begun. We already completed the relocation of the Ministry of Oceans and Fisheries to Busan last year, which had only been talked about."
row007_claim05,7,민주당,02:25,Power: resources,support,0.8914221497851786,0.9065203070640564,0.9916724562644958,0.008327524177730083,0.8914221497851786,"또한 부산, 강원, 전북 제주 특별법 등 지방 주도 성장을 선도할 법안들이 아 곧 국회 통과를 앞두고 있습니다.","In addition, bills that will lead region-led growth, such as the special acts for Busan, Gangwon, Jeonbuk, and Jeju, are soon approaching passage in the National Assembly."
row007_claim08,7,민주당,02:25,Power: resources,support,0.8726734423123849,0.884419858455658,0.9933592677116394,0.0066407606936991215,0.8726734423123849,"통합 특별시에는 4년간 총 20조 원의 재정 지원, 투자, 환경 보증, 광역 교통 투자 등 집중 지원이 이루어질 것입니다.","For the integrated special city, concentrated support such as a total of 20 trillion won in financial support, investment, environmental guarantees, and metropolitan transportation investment will be provided over four years."
row007_claim08,7,민주당,02:25,Universalism: nature,support,0.3495078958501316,0.35420772433280945,0.9933657050132751,0.0066342707723379135,0.3495078958501316,"통합 특별시에는 4년간 총 20조 원의 재정 지원, 투자, 환경 보증, 광역 교통 투자 등 집중 지원이 이루어질 것입니다.","For the integrated special city, concentrated support such as a total of 20 trillion won in financial support, investment, environmental guarantees, and metropolitan transportation investment will be provided over four years."
row007_claim08,7,민주당,02:25,Benevolence: caring,support,0.29280881106049267,0.29650482535362244,0.9937673807144165,0.006232656072825193,0.29280881106049267,"통합 특별시에는 4년간 총 20조 원의 재정 지원, 투자, 환경 보증, 광역 교통 투자 등 집중 지원이 이루어질 것입니다.","For the integrated special city, concentrated support such as a total of 20 trillion won in financial support, investment, environmental guarantees, and metropolitan transportation investment will be provided over four years."
row008_claim01,8,민주당,03:33,Conformity: rules,support,0.43967351873963184,0.4453877806663513,0.9935850501060486,0.006414907984435558,0.43967351873963184,또한 이 모든 과정을 통합 특별시가 정책을 결정하고 집행할 수 있도록 법적 행정적 위상을 보장할 것입니다.,"In addition, we will ensure the legal and administrative status so that the integrated special city can decide and implement all of these processes."
row008_claim01,8,민주당,03:33,Self-direction: action,support,0.3313298980079289,0.33560895919799805,0.9936249256134033,0.006375065539032221,0.3313298980079289,또한 이 모든 과정을 통합 특별시가 정책을 결정하고 집행할 수 있도록 법적 행정적 위상을 보장할 것입니다.,"In addition, we will ensure the legal and administrative status so that the integrated special city can decide and implement all of these processes."
row008_claim02,8,민주당,03:33,Achievement,support,0.964960013604851,0.9872079491615295,0.988731861114502,0.01126808114349842,0.964960013604851,"이재명 정부는 합니다. 출범 7개월 만에 코스피 5천 원 시대를 열었고, 그 실력 그대로 지방 주도 성장을 완성해 나가겠습니다.","The Lee Jae-myung administration does it. Within seven months of launching, it opened the era of a KOSPI 5,000 won, and with that same capability, it will complete region-led growth."
row008_claim03,8,민주당,03:33,Universalism: concern,support,0.9291739482659168,0.9415708184242249,0.9934169054031372,0.006583063397556543,0.9291739482659168,전국 어디서나 다 잘 살 수 있는 민주당과 이재명 정부가 책임지고 해 나가겠습니다.,The Democratic Party and the Lee Jae-myung government will take responsibility and carry this out so that people can live well anywhere in the country.
row010_claim04,10,개혁신당,04:01,Self-direction: action,support,0.6663182505165146,0.9150416851043701,0.8640917539596558,0.13590826094150543,0.6663182505165146,더 근본적인 문제를 직시해야 합니다. 서울의 기능을 옥죄고 강제로 이전하면 지방이 살아난다는 환상 이것을 끝내야 합니다.,"We need to face the more fundamental problem. We must end the illusion that if we squeeze Seoul’s functions and forcibly relocate them, the regions will be revived."
row010_claim05,10,개혁신당,04:01,Stimulation,constraint,0.4531299356386147,0.6024084687232971,0.12390141934156418,0.8760985732078552,-0.4531299356386147,"지금 혁신도시들이 어떻습니까? 지방에는 반쪽짜리 도시만 생겼고 서울은 성장 동력만 잃었습니다.
지역 균형 발전이라는 이름으로 국가 전체가 하향 평준화된 것입니다.","What are the innovation cities like now? In the provinces, only half-finished cities were created, and Seoul has only lost its growth engine. Under the name of balanced regional development, the entire country has been leveled downward."
row010_claim05,10,개혁신당,04:01,Power: resources,constraint,0.35273237476745134,0.48978301882743835,0.1399095356464386,0.860090434551239,-0.35273237476745134,"지금 혁신도시들이 어떻습니까? 지방에는 반쪽짜리 도시만 생겼고 서울은 성장 동력만 잃었습니다.
지역 균형 발전이라는 이름으로 국가 전체가 하향 평준화된 것입니다.","What are the innovation cities like now? In the provinces, only half-finished cities were created, and Seoul has only lost its growth engine. Under the name of balanced regional development, the entire country has been leveled downward."
row010_claim05,10,개혁신당,04:01,Achievement,constraint,0.25602059642239205,0.3330506980419159,0.115643210709095,0.8843567967414856,-0.25602059642239205,"지금 혁신도시들이 어떻습니까? 지방에는 반쪽짜리 도시만 생겼고 서울은 성장 동력만 잃었습니다.
지역 균형 발전이라는 이름으로 국가 전체가 하향 평준화된 것입니다.","What are the innovation cities like now? In the provinces, only half-finished cities were created, and Seoul has only lost its growth engine. Under the name of balanced regional development, the entire country has been leveled downward."
row011_claim01,11,개혁신당,04:54,Self-direction: action,support,0.3856890172982526,0.3957691490650177,0.9872651100158691,0.012734835967421532,0.3856890172982526,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy while at the same time creating a structure in which each region across the country becomes self-reliant as a unique industrial ecosystem, and changing the structure of industry and finance rather than changing administrative boundaries—this is the policy of true balanced development."
row011_claim01,11,개혁신당,04:54,Power: resources,support,0.3043853698726162,0.31247785687446594,0.9870511293411255,0.01294892281293869,0.3043853698726162,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy while at the same time creating a structure in which each region across the country becomes self-reliant as a unique industrial ecosystem, and changing the structure of industry and finance rather than changing administrative boundaries—this is the policy of true balanced development."
row011_claim01,11,개혁신당,04:54,Self-direction: thought,support,0.2781435360411476,0.2849087417125702,0.9881274104118347,0.011872577480971813,0.2781435360411476,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy while at the same time creating a structure in which each region across the country becomes self-reliant as a unique industrial ecosystem, and changing the structure of industry and finance rather than changing administrative boundaries—this is the policy of true balanced development."
row011_claim01,11,개혁신당,04:54,Stimulation,support,0.22202766981776217,0.22769559919834137,0.9875537157058716,0.012446288950741291,0.22202766981776217,"서울은 대한민국 경제의 심장으로서 제 기능을 다하게 하고 동시에 전국 각 지역이 고유한 산업 생태계로 자립하는 구조를 만드는 것, 그리고 행정구역의 선을 바꾸는 것이 아니라 산업과 재정의 구조를 바꾸는 것 이것이 진정한 균형 발전의 정책입니다.","Making Seoul fully function as the heart of the Republic of Korea’s economy while at the same time creating a structure in which each region across the country becomes self-reliant as a unique industrial ecosystem, and changing the structure of industry and finance rather than changing administrative boundaries—this is the policy of true balanced development."
row011_claim02,11,개혁신당,04:54,Power: dominance,support,0.7094101170805092,0.7319839000701904,0.984580397605896,0.01541957724839449,0.7094101170805092,"지도를 다시 다시 그리는 것, 이것은 정치입니다.","Redrawing the map again and again, this is politics."
row011_claim03,11,개혁신당,04:54,Stimulation,support,0.8095108059134999,0.8544240593910217,0.973717212677002,0.026282742619514465,0.8095108059134999,그러나 삶을 다시 설계하는 것 그것이 정책입니다.,"However, redesigning life—that is policy."
row011_claim04,11,개혁신당,04:54,Self-direction: thought,support,0.6304163249529708,0.650286853313446,0.9847217202186584,0.015278278850018978,0.6304163249529708,개혁신당은 정치가 아닌 정책으로 이 나라의 미래를 말하도록 하겠습니다.,"The New Reform Party will speak about this country's future through policy, not politics."
row011_claim04,11,개혁신당,04:54,Stimulation,support,0.2563764934036267,0.2657913863658905,0.9822889566421509,0.01771107129752636,0.2563764934036267,개혁신당은 정치가 아닌 정책으로 이 나라의 미래를 말하도록 하겠습니다.,"The New Reform Party will speak about this country's future through policy, not politics."
