unit_id,source_row,speaker,time,claim_index,translation_backend,korean_text,english_text,presence__self_direction_thought,signed__self_direction_thought,support__self_direction_thought,constraint__self_direction_thought,presence__self_direction_action,signed__self_direction_action,support__self_direction_action,constraint__self_direction_action,presence__stimulation,signed__stimulation,support__stimulation,constraint__stimulation,presence__hedonism,signed__hedonism,support__hedonism,constraint__hedonism,presence__achievement,signed__achievement,support__achievement,constraint__achievement,presence__power_dominance,signed__power_dominance,support__power_dominance,constraint__power_dominance,presence__power_resources,signed__power_resources,support__power_resources,constraint__power_resources,presence__face,signed__face,support__face,constraint__face,presence__security_personal,signed__security_personal,support__security_personal,constraint__security_personal,presence__security_societal,signed__security_societal,support__security_societal,constraint__security_societal,presence__tradition,signed__tradition,support__tradition,constraint__tradition,presence__conformity_rules,signed__conformity_rules,support__conformity_rules,constraint__conformity_rules,presence__conformity_interpersonal,signed__conformity_interpersonal,support__conformity_interpersonal,constraint__conformity_interpersonal,presence__humility,signed__humility,support__humility,constraint__humility,presence__benevolence_caring,signed__benevolence_caring,support__benevolence_caring,constraint__benevolence_caring,presence__benevolence_dependability,signed__benevolence_dependability,support__benevolence_dependability,constraint__benevolence_dependability,presence__universalism_concern,signed__universalism_concern,support__universalism_concern,constraint__universalism_concern,presence__universalism_nature,signed__universalism_nature,support__universalism_nature,constraint__universalism_nature,presence__universalism_tolerance,signed__universalism_tolerance,support__universalism_tolerance,constraint__universalism_tolerance,top_presence,top_support_01,top_constraint_01,top_signed_support,top_signed_constraint
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",0.000523602997418493,-0.00036929261585621435,0.0,0.00036929261585621435,0.0013068506959825754,-0.000951290250444204,0.0,0.000951290250444204,0.0012336545623838902,-0.0010626138444830326,0.0,0.0010626138444830326,0.0002966138708870858,-0.000258623008518561,0.0,0.000258623008518561,0.0015707578277215362,-0.001389828501567355,0.0,0.001389828501567355,0.0015210211277008057,-0.0009633479328852168,0.0,0.0009633479328852168,0.0020067777950316668,-0.0016681050747745663,0.0,0.0016681050747745663,9.252977179130539e-05,-8.318775253692931e-05,0.0,8.318775253692931e-05,0.001698858104646206,-0.0015942209483921655,0.0,0.0015942209483921655,0.2821221947669983,-0.26318368408246307,0.0,0.26318368408246307,0.0013938931515440345,-0.0012251843606066425,0.0,0.0012251843606066425,0.0004604974528774619,-0.0003780769289897807,0.0,0.0003780769289897807,0.000152878652443178,-0.00014188235542837225,0.0,0.00014188235542837225,0.00011131566134281456,-9.622285993142986e-05,0.0,9.622285993142986e-05,0.0003481482563074678,-0.00028415816170037625,0.0,0.00028415816170037625,0.00029021839145570993,-0.0002495766633586541,0.0,0.0002495766633586541,0.004177212715148926,-0.0036676329219669235,0.0,0.0036676329219669235,0.7147630453109741,-0.624255305635848,0.0,0.624255305635848,0.00034905222128145397,-0.00030886108253571753,0.0,0.00030886108253571753,Universalism: nature:0.715; Security: societal:0.282; Universalism: concern:0.004; Power: resources:0.002; Security: personal:0.002,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Universalism: nature:0.624; Security: societal:0.263; Universalism: concern:0.004; Power: resources:0.002; Security: personal:0.002,Face:-0.000; Humility:-0.000; Conformity: interpersonal:-0.000; Benevolence: dependability:-0.000; Hedonism:-0.000,Universalism: nature:0.624; Security: societal:0.263; Universalism: concern:0.004; Power: resources:0.002; Security: personal:0.002
row004_claim02,4,정의당,00:50,2,openai,정부는 초강력 행정통합을 해답으로 내놓고 있지만 우리는 본질적인 질문을 던져야 합니다.,"The government is putting forward a super-strong administrative integration as the answer, but we must ask the fundamental question.",0.1661258190870285,0.1606012994587397,0.1606012994587397,0.0,0.06005990505218506,0.05810770258597153,0.05810770258597153,0.0,0.12715847790241241,0.1241962886862121,0.1241962886862121,0.0,0.0005275860312394798,0.0005132327674504675,0.0005132327674504675,0.0,0.0016839547315612435,0.0016376094900771073,0.0016376094900771073,0.0,0.07067892700433731,0.06899778655047463,0.06899778655047463,0.0,0.0022247370798140764,0.0021702113434233098,0.0021702113434233098,0.0,0.004659796133637428,0.004531763633032591,0.004531763633032591,0.0,0.00027494365349411964,0.00026678284301305056,0.00026678284301305056,0.0,0.29553765058517456,0.2877190363312475,0.2877190363312475,0.0,0.0018089036457240582,0.0017590155075758148,0.0017590155075758148,0.0,0.0030424019787460566,0.0029517944777460977,0.0029517944777460977,0.0,0.00765131413936615,0.00745027148812033,0.00745027148812033,0.0,0.0007296931580640376,0.0007087502986765207,0.0007087502986765207,0.0,0.0013094459427520633,0.0012782222442390885,0.0012782222442390885,0.0,0.0036908078473061323,0.003598154734326801,0.003598154734326801,0.0,0.007685436401516199,0.007356754148787623,0.007356754148787623,0.0,0.00012150446127634495,0.00011755473425218834,0.00011755473425218834,0.0,0.004161791410297155,0.004014954043256252,0.004014954043256252,0.0,Security: societal:0.296; Self-direction: thought:0.166; Stimulation:0.127; Power: dominance:0.071; Self-direction: action:0.060,Security: societal:0.288; Self-direction: thought:0.161; Stimulation:0.124; Power: dominance:0.069; Self-direction: action:0.058,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Security: societal:0.288; Self-direction: thought:0.161; Stimulation:0.124; Power: dominance:0.069; Self-direction: action:0.058,Universalism: nature:-0.000; Security: personal:-0.000; Hedonism:-0.001; Humility:-0.001; Benevolence: caring:-0.001
row004_claim03,4,정의당,00:50,3,openai,행정구역만 합친다고 지방이 정말 잘 살 만한 곳으로 바뀔까요?,"If we only merge the administrative districts, will the provinces really become places where people can live well?",0.0011246823705732822,0.0009027974857269486,0.0009027974857269486,0.0,0.0034322841092944145,0.0027170208427089934,0.0027170208427089934,0.0,0.00403453316539526,0.0027348433879938044,0.0027348433879938044,0.0,0.00015292530588340014,9.499258707323715e-05,9.499258707323715e-05,0.0,0.09038487076759338,0.025613881691814555,0.025613881691814555,0.0,0.010862800292670727,0.008151336152044816,0.008151336152044816,0.0,0.010050688870251179,0.0055487186181512466,0.0055487186181512466,0.0,0.001069867517799139,0.00032052230209775323,0.00032052230209775323,0.0,0.0005614105029962957,0.000376926558753426,0.000376926558753426,0.0,0.06166540086269379,0.036892643851658136,0.036892643851658136,0.0,0.00046406814362853765,0.00014332726189570863,0.00014332726189570863,0.0,0.0009643835946917534,0.0002808942734289499,0.0002808942734289499,0.0,0.00016233671340160072,0.00011715633987126111,0.00011715633987126111,0.0,0.000268460571533069,0.00021305536816029454,0.00021305536816029454,0.0,0.0012905390467494726,0.0011009327961365011,0.0011009327961365011,0.0,0.001125847571529448,0.0007922190317079473,0.0007922190317079473,0.0,0.8753471970558167,0.6738898686233097,0.6738898686233097,0.0,0.0003596673486754298,0.00025980562940398737,0.00025980562940398737,0.0,0.0011795155005529523,0.0009297220178329409,0.0009297220178329409,0.0,Universalism: concern:0.875; Achievement:0.090; Security: societal:0.062; Power: dominance:0.011; Power: resources:0.010,Universalism: concern:0.674; Security: societal:0.037; Achievement:0.026; Power: dominance:0.008; Power: resources:0.006,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Universalism: concern:0.674; Security: societal:0.037; Achievement:0.026; Power: dominance:0.008; Power: resources:0.006,Hedonism:-0.000; Conformity: interpersonal:-0.000; Tradition:-0.000; Humility:-0.000; Universalism: nature:-0.000
row004_claim04,4,정의당,00:50,4,openai,지방을 살리기 위해서는 다음의 조건이 필수적입니다.,"To revitalize local regions, the following conditions are essential.",0.023341983556747437,0.02257456655354423,0.02257456655354423,0.0,0.07202482968568802,0.06942912105274981,0.06942912105274981,0.0,0.7887296080589294,0.7661632067176283,0.7661632067176283,0.0,0.0028682358097285032,0.002780080397694917,0.002780080397694917,0.0,0.0015224773669615388,0.0014729985133137464,0.0014729985133137464,0.0,0.00039485181332565844,0.00038382560086904833,0.00038382560086904833,0.0,0.004771428182721138,0.00464650382068176,0.00464650382068176,0.0,0.0002927902387455106,0.0002819121179250398,0.0002819121179250398,0.0,0.00038427027175202966,0.00037244166060602355,0.00037244166060602355,0.0,0.05820191651582718,0.05670643567976961,0.05670643567976961,0.0,0.0009660835494287312,0.0009328378578509788,0.0009328378578509788,0.0,0.005082071293145418,0.0049265210571079725,0.0049265210571079725,0.0,0.0008835933404043317,0.0008535356056076199,0.0008535356056076199,0.0,0.0003598057373892516,0.0003491774366303818,0.0003491774366303818,0.0,0.017453642562031746,0.01700852237652475,0.01700852237652475,0.0,0.0013351935194805264,0.0012909547687870446,0.0012909547687870446,0.0,0.009429958648979664,0.009108745895073229,0.009108745895073229,0.0,0.001691227313131094,0.001641059438309468,0.001641059438309468,0.0,0.0008041530381888151,0.0007774886512010603,0.0007774886512010603,0.0,Stimulation:0.789; Self-direction: action:0.072; Security: societal:0.058; Self-direction: thought:0.023; Benevolence: caring:0.017,Stimulation:0.766; Self-direction: action:0.069; Security: societal:0.057; Self-direction: thought:0.023; Benevolence: caring:0.017,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Stimulation:0.766; Self-direction: action:0.069; Security: societal:0.057; Self-direction: thought:0.023; Benevolence: caring:0.017,Face:-0.000; Humility:-0.000; Security: personal:-0.000; Power: dominance:-0.000; Universalism: tolerance:-0.001
row004_claim05,4,정의당,00:50,5,openai,"첫째, 국가가 지역 간 격차를 줄이는 컨트롤타워 역할을 끝까지 수행해야 합니다.","First, the state must carry out its role as the control tower for reducing disparities among regions to the very end.",0.0040705339051783085,0.003773737434962666,0.003773737434962666,0.0,0.01860518753528595,0.017056928470197685,0.017056928470197685,0.0,0.006937799975275993,0.006582937233201663,0.006582937233201663,0.0,0.0001534789480501786,0.0001450298132369746,0.0001450298132369746,0.0,0.003907307516783476,0.0036785325867212367,0.0036785325867212367,0.0,0.025413071736693382,0.02433201356256084,0.02433201356256084,0.0,0.0003988460230175406,0.0003774068951866802,0.0003774068951866802,0.0,0.00409447168931365,0.003856183756312732,0.003856183756312732,0.0,0.0002055849472526461,0.00019607883292373262,0.00019607883292373262,0.0,0.008333477191627026,0.007961850825994524,0.007961850825994524,0.0,0.0003634220047388226,0.0003419669529756045,0.0003419669529756045,0.0,0.009647547267377377,0.009212073623327465,0.009212073623327465,0.0,0.002322623273357749,0.002205102131453958,0.002205102131453958,0.0,0.0005906820297241211,0.0005602617016153832,0.0005602617016153832,0.0,0.0010857322486117482,0.001036321429839491,0.001036321429839491,0.0,0.0022194150369614363,0.002095392254327503,0.002095392254327503,0.0,0.9507412910461426,0.8844323280392299,0.8844323280392299,0.0,0.00021177103917580098,0.0001994157365104094,0.0001994157365104094,0.0,0.01989412121474743,0.01876492818824061,0.01876492818824061,0.0,Universalism: concern:0.951; Power: dominance:0.025; Universalism: tolerance:0.020; Self-direction: action:0.019; Conformity: rules:0.010,Universalism: concern:0.884; Power: dominance:0.024; Universalism: tolerance:0.019; Self-direction: action:0.017; Conformity: rules:0.009,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Universalism: concern:0.884; Power: dominance:0.024; Universalism: tolerance:0.019; Self-direction: action:0.017; Conformity: rules:0.009,Hedonism:-0.000; Security: personal:-0.000; Universalism: nature:-0.000; Tradition:-0.000; Power: resources:-0.000
row004_claim06,4,정의당,00:50,6,openai,단순히 합치는 것이 아니라 균형을 맞추는 것이 핵심입니다.,"The key is not simply combining them, but balancing them.",0.11040641367435455,0.10262926971251862,0.10262926971251862,0.0,0.001988088246434927,0.0018370288425414577,0.0018370288425414577,0.0,0.05261542275547981,0.04898672901806192,0.04898672901806192,0.0,0.0015312962932512164,0.0014258789002887548,0.0014258789002887548,0.0,0.0012068545911461115,0.0010982982062050506,0.0010982982062050506,0.0,0.0029867638368159533,0.0028165222423947828,0.0028165222423947828,0.0,0.0006394988158717752,0.0005947292459016766,0.0005947292459016766,0.0,0.0014575773384422064,0.0013128504089687824,0.0013128504089687824,0.0,0.00045689177932217717,0.0004160217450934311,0.0004160217450934311,0.0,0.0004116098571103066,0.0003786414854288527,0.0003786414854288527,0.0,0.0059623150154948235,0.005425429733823536,0.005425429733823536,0.0,0.002083841245621443,0.001920883483532542,0.001920883483532542,0.0,0.0032153029460459948,0.002954380504146769,0.002954380504146769,0.0,0.0036597647704184055,0.00341145714323891,0.00341145714323891,0.0,0.0003337286470923573,0.0003177578852099216,0.0003177578852099216,0.0,0.003908870741724968,0.003686601481467728,0.003686601481467728,0.0,0.0003901223244611174,0.00036583861604711014,0.00036583861604711014,0.0,0.0006179510965012014,0.0005795324928012358,0.0005795324928012358,0.0,0.0041260370053350925,0.003853570560126659,0.003853570560126659,0.0,Self-direction: thought:0.110; Stimulation:0.053; Tradition:0.006; Universalism: tolerance:0.004; Benevolence: dependability:0.004,Self-direction: thought:0.103; Stimulation:0.049; Tradition:0.005; Universalism: tolerance:0.004; Benevolence: dependability:0.004,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Self-direction: thought:0.103; Stimulation:0.049; Tradition:0.005; Universalism: tolerance:0.004; Benevolence: dependability:0.004,Benevolence: caring:-0.000; Universalism: concern:-0.000; Security: societal:-0.000; Security: personal:-0.000; Universalism: nature:-0.001
row004_claim07,4,정의당,00:50,7,openai,"둘째, 지역의 부가 수도권으로 유출되는 구조를 바꿔야 합니다.","Second, we need to change the structure in which local wealth flows out to the metropolitan area.",0.003863811492919922,0.0036774912581538644,0.0036774912581538644,0.0,0.03170234337449074,0.030084404300528056,0.030084404300528056,0.0,0.05351686850190163,0.05097958511476562,0.05097958511476562,0.0,0.00010015832958742976,9.415310961975666e-05,9.415310961975666e-05,0.0,0.003244061954319477,0.0030567029055983234,0.0030567029055983234,0.0,0.0015319597441703081,0.0014622934859386707,0.0014622934859386707,0.0,0.8481897711753845,0.8095312059618001,0.8095312059618001,0.0,0.00041681999573484063,0.0003928783840437336,0.0003928783840437336,0.0,0.00016554430476389825,0.0001556613583181376,0.0001556613583181376,0.0,0.018091576173901558,0.017111737641471794,0.017111737641471794,0.0,0.00017261221364606172,0.00016292036152211966,0.00016292036152211966,0.0,0.0021975813433527946,0.0020709191704503666,0.0020709191704503666,0.0,0.0002974790404550731,0.00027997641068788954,0.00027997641068788954,0.0,6.211763684405014e-05,5.903016725506072e-05,5.903016725506072e-05,0.0,0.0009057834977284074,0.0008709102646841836,0.0008709102646841836,0.0,0.0002526268654037267,0.00023655178322743733,0.00023655178322743733,0.0,0.0037781386636197567,0.003529142781629857,0.003529142781629857,0.0,0.0018751374445855618,0.001764829845306271,0.001764829845306271,0.0,0.00011833371536340564,0.0001097265079849765,0.0001097265079849765,0.0,Power: resources:0.848; Stimulation:0.054; Self-direction: action:0.032; Security: societal:0.018; Self-direction: thought:0.004,Power: resources:0.810; Stimulation:0.051; Self-direction: action:0.030; Security: societal:0.017; Self-direction: thought:0.004,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Power: resources:0.810; Stimulation:0.051; Self-direction: action:0.030; Security: societal:0.017; Self-direction: thought:0.004,Humility:-0.000; Hedonism:-0.000; Universalism: tolerance:-0.000; Security: personal:-0.000; Tradition:-0.000
row004_claim08,4,정의당,00:50,8,openai,지역 본사제를 도입하고 지역 공공은행을 설립하여 지역 순환 경제를 만들어 내야 합니다.,We need to introduce a regional headquarters system and establish regional public banks to create a regional circular economy.,0.002159339375793934,0.0021283645382421303,0.0021283645382421303,0.0,0.004656904377043247,0.004593648125590698,0.004593648125590698,0.0,0.014239536598324776,0.014043739655758267,0.014043739655758267,0.0,6.014054088154808e-05,5.929177265949296e-05,5.929177265949296e-05,0.0,0.000592077849432826,0.0005837796071666944,0.0005837796071666944,0.0,5.4459127568406984e-05,5.3675748418567866e-05,5.3675748418567866e-05,0.0,0.004578108433634043,0.004520338436968254,0.004520338436968254,0.0,8.963214349932969e-05,8.837914975891053e-05,8.837914975891053e-05,0.0,4.236768654664047e-05,4.183652985423359e-05,4.183652985423359e-05,0.0,0.0003830713394563645,0.00037809050112478043,0.00037809050112478043,0.0,0.000494222214911133,0.0004874492173704257,0.0004874492173704257,0.0,0.0012725015403702855,0.0012420530860209804,0.0012420530860209804,0.0,8.056528895394877e-05,7.951154423746378e-05,7.951154423746378e-05,0.0,3.722971450770274e-05,3.673399664234525e-05,3.673399664234525e-05,0.0,0.0005340101197361946,0.0005272929481330052,0.0005272929481330052,0.0,0.00030275859171524644,0.00029880604714664454,0.00029880604714664454,0.0,0.00046999621554277837,0.0004634588377190492,0.0004634588377190492,0.0,0.00040820069261826575,0.00040282699932061954,0.00040282699932061954,0.0,4.767569407704286e-05,4.70164333335417e-05,4.70164333335417e-05,0.0,Stimulation:0.014; Self-direction: action:0.005; Power: resources:0.005; Self-direction: thought:0.002; Conformity: rules:0.001,Stimulation:0.014; Self-direction: action:0.005; Power: resources:0.005; Self-direction: thought:0.002; Conformity: rules:0.001,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Stimulation:0.014; Self-direction: action:0.005; Power: resources:0.005; Self-direction: thought:0.002; Conformity: rules:0.001,Humility:-0.000; Security: personal:-0.000; Universalism: tolerance:-0.000; Power: dominance:-0.000; Hedonism:-0.000
row004_claim09,4,정의당,00:50,9,openai,"셋째, 실질적 자치를 뒷받침하는 연방제 수준의 재정 입법권 이양과 읍면동 단위까지 주민 결정권을 보장하는 헌법 개정이 반드시 필요합니다.","Third, a constitutional amendment is absolutely necessary to transfer fiscal and legislative powers at the level of a federal system that supports substantive autonomy, and to guarantee residents’ decision-making rights down to the eup, myeon, and dong levels.",0.022863630205392838,0.021753063588830078,0.021753063588830078,0.0,0.7022128701210022,0.6686331906404557,0.6686331906404557,0.0,0.0008457271615043283,0.0008036721340760142,0.0008036721340760142,0.0,0.000158282186021097,0.00015039335300400566,0.00015039335300400566,0.0,0.00022722355788573623,0.00021562517968780998,0.00021562517968780998,0.0,0.024419762194156647,0.023271802162803112,0.023271802162803112,0.0,0.000998528441414237,0.000951749078729238,0.000951749078729238,0.0,0.00012266113481018692,0.00011635202400968721,0.00011635202400968721,0.0,0.0010944042587652802,0.001045008015984242,0.001045008015984242,0.0,0.001063962234184146,0.0010198073136453854,0.0010198073136453854,0.0,0.005433961283415556,0.005162529755873332,0.005162529755873332,0.0,0.08133726567029953,0.07704163709107796,0.07704163709107796,0.0,0.002476009074598551,0.002349534647219236,0.002349534647219236,0.0,0.00016327046614605933,0.00015510022268924189,0.00015510022268924189,0.0,0.0007011312409304082,0.0006713224736054362,0.0006713224736054362,0.0,0.000483564828755334,0.0004600642349862928,0.0004600642349862928,0.0,0.025188183411955833,0.02393475900399894,0.02393475900399894,0.0,0.00046560459304600954,0.00044255354502074624,0.00044255354502074624,0.0,0.0021396016236394644,0.0020326047028923397,0.0020326047028923397,0.0,Self-direction: action:0.702; Conformity: rules:0.081; Universalism: concern:0.025; Power: dominance:0.024; Self-direction: thought:0.023,Self-direction: action:0.669; Conformity: rules:0.077; Universalism: concern:0.024; Power: dominance:0.023; Self-direction: thought:0.022,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Self-direction: action:0.669; Conformity: rules:0.077; Universalism: concern:0.024; Power: dominance:0.023; Self-direction: thought:0.022,Face:-0.000; Hedonism:-0.000; Humility:-0.000; Achievement:-0.000; Universalism: nature:-0.000
row004_claim10,4,정의당,00:50,10,openai,"넷째, 분권이 규제 완화 경쟁으로 변질되어서는 안 됩니다.","Fourth, decentralization must not devolve into a competition of deregulation.",0.012678916566073895,0.010497407524832927,0.010497407524832927,0.0,0.18351243436336517,0.15208450790410688,0.15208450790410688,0.0,0.024395287036895752,0.019241737217858823,0.019241737217858823,0.0,6.122420018073171e-05,4.9165686393397626e-05,4.9165686393397626e-05,0.0,0.0005746733513660729,0.0004615021197991393,0.0004615021197991393,0.0,0.004113406874239445,0.00338487245844437,0.00338487245844437,0.0,0.0008348842384293675,0.0006864740239429243,0.0006864740239429243,0.0,7.19417876098305e-05,5.734547481599673e-05,5.734547481599673e-05,0.0,6.825369200669229e-05,5.6189309559007226e-05,5.6189309559007226e-05,0.0,0.0007914364687167108,0.000645544331838205,0.000645544331838205,0.0,0.00017851011944003403,0.00014479645503825815,0.00014479645503825815,0.0,0.018708795309066772,0.016218725408052137,0.016218725408052137,0.0,0.0010093488963320851,0.0008118533416438837,0.0008118533416438837,0.0,0.00010615570499794558,8.798148766860629e-05,8.798148766860629e-05,0.0,0.0002487582096364349,0.00021114505178759335,0.00021114505178759335,0.0,0.0003663701645564288,0.00029907343731649244,0.00029907343731649244,0.0,0.05011886730790138,0.04122113568729793,0.04122113568729793,0.0,0.0012929338263347745,0.0010512068741098677,0.0010512068741098677,0.0,0.0006184655358083546,0.0004991852544817032,0.0004991852544817032,0.0,Self-direction: action:0.184; Universalism: concern:0.050; Stimulation:0.024; Conformity: rules:0.019; Self-direction: thought:0.013,Self-direction: action:0.152; Universalism: concern:0.041; Stimulation:0.019; Conformity: rules:0.016; Self-direction: thought:0.010,Self-direction: thought:0.000; Self-direction: action:0.000; Stimulation:0.000; Hedonism:0.000; Achievement:0.000,Self-direction: action:0.152; Universalism: concern:0.041; Stimulation:0.019; Conformity: rules:0.016; Self-direction: thought:0.010,Hedonism:-0.000; Security: personal:-0.000; Face:-0.000; Humility:-0.000; Tradition:-0.000
