unit_id,source_row,speaker,time,claim_index,translation_backend,korean_text,english_text,value,value_slug,presence,attained,constrained,direction,signed,support_01,constraint_01
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Self-direction: thought,self_direction_thought,0.000523602997418493,0.1473543792963028,0.8526456356048584,-0.7052912563085556,-0.00036929261585621435,0.0,0.00036929261585621435
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Self-direction: action,self_direction_action,0.0013068506959825754,0.13603715598583221,0.8639628887176514,-0.7279257327318192,-0.000951290250444204,0.0,0.000951290250444204
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Stimulation,stimulation,0.0012336545623838902,0.06932278722524643,0.9306772351264954,-0.8613544479012489,-0.0010626138444830326,0.0,0.0010626138444830326
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Hedonism,hedonism,0.0002966138708870858,0.06404092162847519,0.9359590411186218,-0.8719181194901466,-0.000258623008518561,0.0,0.000258623008518561
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Achievement,achievement,0.0015707578277215362,0.05759302154183388,0.9424070119857788,-0.8848139904439449,-0.001389828501567355,0.0,0.001389828501567355
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Power: dominance,power_dominance,0.0015210211277008057,0.1833219975233078,0.8166780471801758,-0.633356049656868,-0.0009633479328852168,0.0,0.0009633479328852168
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Power: resources,power_resources,0.0020067777950316668,0.08438219875097275,0.9156177639961243,-0.8312355652451515,-0.0016681050747745663,0.0,0.0016681050747745663
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Face,face,9.252977179130539e-05,0.050481166690588,0.9495188593864441,-0.8990376926958561,-8.318775253692931e-05,0.0,8.318775253692931e-05
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Security: personal,security_personal,0.001698858104646206,0.030796291306614876,0.9692036509513855,-0.9384073596447706,-0.0015942209483921655,0.0,0.0015942209483921655
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Security: societal,security_societal,0.2821221947669983,0.03356436267495155,0.9664356112480164,-0.9328712485730648,-0.26318368408246307,0.0,0.26318368408246307
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the extinction of local areas is now threatening the very basis of the Republic of Korea’s existence.",Tradition,tradition,0.0013938931515440345,0.06051710247993469,0.9394828677177429,-0.8789657652378082,-0.0012251843606066425,0.0,0.0012251843606066425
