unit_id,source_row,speaker,time,claim_index,translation_backend,korean_text,english_text,value,value_slug,presence,attained,constrained,direction,signed,support_01,constraint_01
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Self-direction: thought,self_direction_thought,0.0007014390430413187,0.09425447136163712,0.9057455658912659,-0.8114910945296288,-0.000569211536783415,0.0,0.000569211536783415
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Self-direction: action,self_direction_action,0.0030634517315775156,0.08453252911567688,0.9154675006866455,-0.8309349715709686,-0.0025455291774873975,0.0,0.0025455291774873975
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Stimulation,stimulation,0.002405348466709256,0.036036569625139236,0.9639633893966675,-0.9279268197715282,-0.0022319873531558418,0.0,0.0022319873531558418
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Hedonism,hedonism,0.00041956809582188725,0.036032602190971375,0.9639673829078674,-0.9279347807168961,-0.0003893318289922886,0.0,0.0003893318289922886
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Achievement,achievement,0.0007559039513580501,0.03582341596484184,0.9641765356063843,-0.9283531196415424,-0.0007017457913926146,0.0,0.0007017457913926146
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Power: dominance,power_dominance,0.0008141258149407804,0.05978327989578247,0.9402167201042175,-0.8804334402084351,-0.000716783592010807,0.0,0.000716783592010807
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Power: resources,power_resources,0.0015464231837540865,0.0395251028239727,0.9604749083518982,-0.9209498055279255,-0.0014241781303422013,0.0,0.0014241781303422013
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Face,face,8.40659995446913e-05,0.03503251448273659,0.9649674892425537,-0.9299349747598171,-7.81759131647513e-05,0.0,7.81759131647513e-05
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Security: personal,security_personal,0.001432123244740069,0.02625185251235962,0.9737482070922852,-0.9474963545799255,-0.0013569315537003898,0.0,0.0013569315537003898
row004_claim01,4,정의당,00:50,1,openai,"네, 국민 여러분 지역 소멸은 이제 대한민국의 존립 기반을 위협받고 있습니다.","Yes, the people of the nation, regional extinction is now threatening the very basis of the Republic of Korea’s existence.",Security: societal,security_societal,0.8552396893501282,0.02706809528172016,0.9729318618774414,-0.9458637665957212,-0.8089402339108668,0.0,0.8089402339108668
